from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Hinton,15,131227.2,36h 27m,,,,,,36h 27m,33h 35m,30h 35m,27h 24m,23h 58m,19h 55m,15h 40m,12h 25m,10h 11m,8h 18m,6h 54m,5h 01m,2h 38m
Hope,15,155288.8,43h 08m,,,,,,43h 08m,40h 16m,37h 16m,34h 06m,30h 40m,26h 36m,22h 22m,19h 07m,16h 33m,14h 37m,13h 04m,10h 49m,7h 22m
Hornby Island,15,175493.8,48h 45m,,,,,,48h 45m,45h 51m,42h 50m,39h 36m,36h 08m,32h 01m,27h 43m,24h 23m,21h 43m,19h 38m,17h 53m,15h 20m,11h 22m
Hornepayne,15,109483.4,30h 25m,,,,,,30h 25m,28h 19m,26h 44m,25h 18m,23h 44m,22h 18m,20h 56m,19h 27m,17h 48m,15h 43m,13h 16m,10h 36m,7h 18m
Horseshoe Bay,15,162671.4,45h 11m,,,,,,45h 11m,42h 18m,39h 18m,36h 07m,32h 40m,28h 35m,24h 19m,21h 02m,18h 27m,16h 27m,14h 50m,12h 28m,8h 50m
Houston,15,159957.3,44h 26m,,,,,,44h 26m,41h 23m,38h 12m,34h 47m,31h 04m,26h 41m,22h 02m,18h 16m,16h 03m,13h 24m,11h 07m,9h 37m,7h 14m
Huberdeau,15,104479.6,29h 01m,,,,,,29h 01m,25h 48m,22h 56m,20h 00m,17h 32m,15h 04m,12h 52m,10h 53m,8h 37m,6h 44m,5h 01m,2h 37m,0h 44m
Hudson,15,105912.9,29h 25m,,,,,,29h 25m,26h 06m,23h 08m,20h 04m,17h 28m,14h 49m,12h 25m,10h 10m,7h 55m,6h 03m,4h 23m,2h 02m,0h 15m
Hudson Bay,15,118131.3,32h 49m,,,,,,32h 49m,30h 26m,28h 01m,25h 31m,22h 53m,19h 46m,16h 41m,14h 04m,11h 39m,9h 09m,6h 38m,4h 45m,2h 43m
Hudson's Hope,15,143103.9,39h 45m,,,,,,39h 45m,36h 41m,33h 28m,30h 02m,26h 18m,21h 52m,17h 10m,13h 22m,11h 20m,8h 48m,6h 28m,5h 00m,3h 36m
Humber Summit,15,114394.4,31h 47m,,,,,,31h 47m,28h 54m,26h 26m,23h 58m,22h 03m,20h 14m,18h 52m,17h 14m,15h 45m,13h 56m,11h 41m,9h 31m,6h 07m
Humboldt,15,115650.6,32h 08m,,,,,,32h 08m,29h 42m,27h 13m,24h 38m,21h 55m,18h 43m,15h 30m,13h 04m,10h 29m,8h 15m,6h 05m,4h 46m,2h 43m
Huntingdon,15,107574.0,29h 53m,,,,,,29h 53m,26h 33m,23h 35m,20h 30m,17h 52m,15h 12m,12h 46m,10h 28m,8h 14m,6h 21m,4h 42m,2h 21m,0h 35m
Huntsville,15,112386.9,31h 13m,,,,,,31h 13m,28h 25m,26h 02m,23h 39m,21h 51m,20h 11m,18h 47m,17h 15m,15h 38m,13h 55m,11h 41m,9h 18m,5h 32m
Huron East,15,120795.5,33h 33m,,,,,,33h 33m,30h 42m,28h 15m,25h 48m,23h 55m,22h 08m,20h 48m,19h 08m,17h 35m,15h 49m,13h 30m,11h 13m,7h 36m
Hythe,15,134471.5,37h 21m,,,,,,37h 21m,34h 21m,31h 13m,27h 52m,24h 14m,19h 56m,15h 23m,11h 46m,9h 57m,7h 35m,5h 40m,4h 31m,3h 02m
Igloolik,1,0.0,0h 00m,,,,,,,,,,,,,,,,,,
Ignace,15,106562.2,29h 36m,,,,,,29h 36m,28h 05m,26h 25m,24h 44m,23h 04m,21h 26m,19h 30m,17h 08m,14h 45m,11h 48m,9h 39m,7h 37m,4h 51m
Ile des Chênes,15,107875.8,29h 58m,,,,,,29h 58m,28h 02m,26h 07m,24h 11m,22h 15m,19h 58m,17h 20m,14h 40m,12h 07m,9h 29m,6h 58m,4h 32m,2h 06m
Indian Head,15,111606.5,31h 00m,,,,,,31h 00m,28h 42m,26h 22m,23h 57m,21h 25m,18h 26m,15h 31m,12h 46m,10h 34m,7h 56m,5h 13m,3h 55m,2h 31m
Ingersoll,15,120202.2,33h 23m,,,,,,33h 23m,30h 30m,28h 02m,25h 32m,23h 36m,21h 46m,20h 22m,18h 43m,17h 12m,15h 20m,13h 03m,10h 48m,7h 16m
Ingonish,15,136652.9,37h 58m,,,,,,37h 58m,33h 56m,30h 09m,26h 08m,22h 23m,18h 23m,14h 20m,10h 01m,8h 36m,7h 07m,6h 11m,5h 02m,3h 48m
Innisfail,15,126465.1,35h 08m,,,,,,35h 08m,32h 22m,29h 31m,26h 30m,23h 15m,19h 25m,15h 26m,12h 32m,10h 04m,8h 39m,6h 44m,4h 56m,2h 29m
Innisfil,15,113874.1,31h 38m,,,,,,31h 38m,28h 48m,26h 24m,23h 59m,22h 09m,20h 25m,19h 04m,17h 28m,15h 55m,14h 16m,11h 57m,9h 40m,6h 05m
Inuvik,15,267670.0,74h 21m,,,,,,74h 21m,70h 45m,66h 54m,62h 44m,58h 08m,52h 40m,46h 42m,41h 19m,37h 15m,32h 34m,26h 33m,19h 34m,11h 11m
Invermere,15,136761.6,37h 59m,,,,,,37h 59m,35h 13m,32h 21m,29h 18m,26h 02m,22h 10m,18h 09m,15h 12m,12h 29m,10h 54m,8h 45m,6h 21m,3h 17m
Inverness,15,132822.7,36h 54m,,,,,,36h 54m,32h 54m,29h 08m,25h 09m,21h 26m,17h 29m,13h 28m,9h 13m,7h 53m,6h 14m,5h 24m,4h 25m,2h 54m
Ionview,15,114506.4,31h 48m,,,,,,31h 48m,28h 55m,26h 26m,23h 55m,21h 59m,20h 07m,18h 42m,17h 05m,15h 38m,13h 44m,11h 32m,9h 25m,6h 05m
Iroquois Falls,15,107110.7,29h 45m,,,,,,29h 45m,27h 18m,25h 20m,23h 25m,22h 11m,20h 43m,19h 24m,17h 48m,16h 13m,14h 42m,12h 42m,9h 42m,6h 42m
Irricana,15,125458.3,34h 51m,,,,,,34h 51m,32h 08m,29h 19m,26h 21m,23h 10m,19h 24m,15h 31m,12h 43m,10h 06m,8h 31m,6h 40m,4h 33m,2h 11m
Jaffray,15,133323.6,37h 02m,,,,,,37h 02m,34h 19m,31h 31m,28h 34m,25h 23m,21h 38m,17h 46m,15h 00m,12h 05m,10h 07m,8h 10m,5h 20m,2h 32m
James Bay,15,170404.2,47h 20m,,,,,,47h 20m,44h 26m,41h 26m,38h 13m,34h 45m,30h 40m,26h 22m,23h 03m,20h 25m,18h 22m,16h 40m,14h 12m,10h 22m
Jarvis,15,119603.1,33h 13m,,,,,,33h 13m,30h 20m,27h 52m,25h 22m,23h 26m,21h 36m,20h 12m,18h 33m,17h 03m,15h 10m,12h 53m,10h 39m,7h 08m
Jasper Park Lodge,15,134414.4,37h 20m,,,,,,37h 20m,34h 27m,31h 26m,28h 14m,24h 46m,20h 41m,16h 24m,13h 06m,10h 48m,8h 50m,7h 23m,5h 20m,2h 41m
Joliette,15,105243.7,29h 14m,,,,,,29h 14m,25h 55m,22h 56m,19h 51m,17h 13m,14h 33m,12h 07m,9h 49m,7h 40m,5h 57m,4h 28m,2h 24m,1h 05m
Juniper Ridge,15,148208.6,41h 10m,,,,,,41h 10m,38h 19m,35h 20m,32h 11m,28h 47m,24h 45m,20h 32m,17h 20m,14h 49m,12h 58m,11h 22m,9h 14m,5h 57m
Kamloops,15,148144.3,41h 09m,,,,,,41h 09m,38h 17m,35h 19m,32h 09m,28h 45m,24h 43m,20h 30m,17h 18m,14h 47m,12h 55m,11h 20m,9h 12m,5h 55m
Kamsack,15,113255.1,31h 28m,,,,,,31h 28m,29h 10m,26h 51m,24h 28m,21h 58m,19h 01m,16h 08m,13h 24m,11h 15m,8h 37m,5h 54m,4h 07m,2h 43m
Kanata,15,110558.7,30h 43m,,,,,,30h 43m,27h 38m,24h 56m,22h 10m,19h 56m,17h 43m,15h 51m,14h 17m,12h 20m,10h 28m,8h 20m,6h 21m,3h 14m
Kapuskasing,15,106641.0,29h 37m,,,,,,29h 37m,27h 20m,25h 34m,23h 53m,22h 30m,21h 17m,19h 48m,18h 23m,16h 46m,14h 59m,12h 36m,10h 11m,6h 45m
Kaslo,15,146824.5,40h 47m,,,,,,40h 47m,38h 02m,35h 10m,32h 09m,28h 54m,25h 03m,21h 05m,18h 10m,15h 18m,13h 31m,11h 23m,8h 38m,5h 29m
Kazabazua,15,104810.3,29h 07m,,,,,,29h 07m,25h 59m,23h 13m,20h 23m,18h 04m,15h 45m,13h 46m,11h 54m,9h 39m,7h 38m,5h 45m,3h 03m,0h 42m
Keith-Lynn,15,161797.7,44h 57m,,,,,,44h 57m,42h 04m,39h 04m,35h 52m,32h 26m,28h 21m,24h 05m,20h 49m,18h 13m,16h 14m,14h 37m,12h 16m,8h 39m
Kelowna,15,150093.9,41h 42m,,,,,,41h 42m,38h 52m,35h 56m,32h 49m,29h 28m,25h 30m,21h 22m,18h 16m,15h 32m,13h 47m,11h 58m,9h 35m,6h 08m
Kelvington,15,115541.8,32h 06m,,,,,,32h 06m,29h 44m,27h 20m,24h 51m,22h 14m,19h 09m,16h 06m,13h 31m,11h 09m,8h 43m,6h 16m,4h 39m,2h 53m
Kemptville,15,111567.6,30h 59m,,,,,,30h 59m,27h 53m,25h 10m,22h 22m,20h 06m,17h 51m,15h 56m,14h 17m,12h 21m,10h 29m,8h 23m,6h 25m,3h 20m
Kennedy Park,15,114637.8,31h 51m,,,,,,31h 51m,28h 57m,26h 28m,23h 57m,22h 01m,20h 10m,18h 44m,17h 07m,15h 40m,13h 46m,11h 34m,9h 26m,6h 06m
Kenora,15,106706.2,29h 38m,,,,,,29h 38m,27h 52m,26h 09m,24h 27m,22h 28m,20h 25m,17h 59m,15h 44m,12h 59m,10h 05m,8h 13m,5h 29m,2h 32m
Kensington,15,125127.7,34h 45m,,,,,,34h 45m,30h 50m,27h 10m,23h 17m,19h 42m,15h 54m,12h 04m,8h 03m,6h 14m,4h 43m,2h 58m,1h 57m,0h 39m
Kensington-Cedar Cottage,15,161669.8,44h 54m,,,,,,44h 54m,42h 02m,39h 02m,35h 50m,32h 24m,28h 19m,24h 03m,20h 47m,18h 11m,16h 12m,14h 35m,12h 15m,8h 38m
Kentville,15,131757.9,36h 36m,,,,,,36h 36m,32h 40m,28h 59m,25h 05m,21h 29m,17h 39m,13h 48m,9h 44m,8h 01m,6h 28m,5h 11m,3h 52m,2h 27m
Keremeos,15,153383.7,42h 36m,,,,,,42h 36m,39h 46m,36h 50m,33h 43m,30h 21m,26h 22m,22h 13m,19h 05m,16h 24m,14h 37m,12h 50m,10h 32m,7h 03m
Kerrobert,15,119448.3,33h 11m,,,,,,33h 11m,30h 35m,27h 55m,25h 07m,22h 08m,18h 37m,15h 02m,12h 36m,9h 46m,7h 51m,6h 07m,4h 04m,2h 48m
Keswick,15,114760.5,31h 53m,,,,,,31h 53m,29h 01m,26h 34m,24h 06m,22h 13m,20h 26m,19h 05m,17h 26m,15h 55m,14h 08m,11h 51m,9h 38m,6h 08m
Keswick Ridge,15,118866.4,33h 01m,,,,,,33h 01m,29h 15m,25h 46m,22h 05m,18h 46m,15h 15m,11h 48m,8h 13m,6h 49m,5h 24m,4h 13m,2h 31m,2h 07m
Killam,15,123097.5,34h 12m,,,,,,34h 12m,31h 29m,28h 41m,25h 43m,22h 32m,18h 47m,14h 55m,12h 08m,9h 37m,8h 09m,6h 23m,4h 30m,2h 39m
Killarney,15,112250.3,31h 11m,,,,,,31h 11m,29h 04m,26h 58m,24h 50m,22h 37m,20h 02m,17h 33m,14h 29m,12h 07m,9h 44m,6h 33m,4h 25m,2h 28m
Killarney,15,161667.9,44h 54m,,,,,,44h 54m,42h 02m,39h 02m,35h 50m,32h 23m,28h 19m,24h 03m,20h 47m,18h 11m,16h 12m,14h 35m,12h 15m,8h 38m
Kimberley,15,135782.6,37h 43m,,,,,,37h 43m,34h 59m,32h 10m,29h 11m,25h 59m,22h 13m,18h 18m,15h 29m,12h 35m,10h 46m,8h 47m,6h 00m,3h 08m
Kincardine,15,119837.1,33h 17m,,,,,,33h 17m,30h 30m,28h 08m,25h 46m,24h 00m,22h 21m,20h 57m,19h 26m,17h 50m,16h 06m,13h 55m,11h 33m,7h 47m
Kindersley,15,118612.3,32h 57m,,,,,,32h 57m,30h 23m,27h 45m,24h 59m,22h 02m,18h 34m,15h 02m,12h 40m,9h 45m,7h 44m,5h 50m,3h 52m,2h 41m
King,15,114097.5,31h 42m,,,,,,31h 42m,28h 50m,26h 24m,23h 57m,22h 03m,20h 17m,18h 56m,17h 18m,15h 47m,14h 02m,11h 46m,9h 33m,6h 05m
King City,15,114173.4,31h 43m,,,,,,31h 43m,28h 51m,26h 24m,23h 57m,22h 03m,20h 16m,18h 55m,17h 17m,15h 47m,14h 00m,11h 45m,9h 33m,6h 05m
Kingsey Falls,15,107995.5,30h 00m,,,,,,30h 00m,26h 36m,23h 32m,20h 21m,17h 36m,14h 47m,12h 11m,9h 40m,7h 38m,6h 02m,4h 45m,2h 59m,2h 10m
Kingston,15,114608.8,31h 50m,,,,,,31h 50m,28h 46m,26h 05m,23h 20m,21h 06m,18h 55m,17h 05m,15h 32m,13h 39m,11h 50m,9h 48m,7h 56m,5h 03m
Kingsville,15,128697.2,35h 45m,,,,,,35h 45m,32h 51m,30h 22m,27h 51m,25h 54m,24h 03m,22h 37m,20h 56m,19h 22m,17h 27m,15h 04m,12h 42m,8h 57m
Kipling,15,112044.7,31h 07m,,,,,,31h 07m,28h 52m,26h 35m,24h 13m,21h 45m,18h 52m,16h 03m,13h 13m,11h 08m,8h 24m,5h 31m,3h 59m,2h 46m
Kirkland,15,105305.4,29h 15m,,,,,,29h 15m,25h 57m,22h 59m,19h 55m,17h 19m,14h 40m,12h 17m,10h 02m,7h 49m,5h 58m,4h 21m,2h 05m,0h 25m
Kirkland Lake,15,107085.6,29h 45m,,,,,,29h 45m,27h 12m,25h 07m,23h 04m,21h 40m,20h 18m,18h 50m,17h 18m,15h 49m,14h 06m,12h 10m,9h 24m,5h 50m
Kitchener,15,118135.6,32h 49m,,,,,,32h 49m,29h 56m,27h 28m,24h 58m,23h 03m,21h 13m,19h 49m,18h 11m,16h 41m,14h 49m,12h 33m,10h 20m,6h 51m
Kitimat,15,172802.8,48h 00m,,,,,,48h 00m,44h 54m,41h 39m,38h 10m,34h 22m,29h 53m,25h 06m,21h 12m,18h 46m,15h 52m,13h 13m,11h 15m,8h 31m
Kitsilano,15,162253.9,45h 04m,,,,,,45h 04m,42h 11m,39h 11m,36h 00m,32h 33m,28h 29m,24h 12m,20h 56m,18h 20m,16h 21m,14h 44m,12h 22m,8h 45m
Koksilah,15,170564.1,47h 23m,,,,,,47h 23m,44h 29m,41h 28m,38h 16m,34h 48m,30h 42m,26h 24m,23h 06m,20h 27m,18h 25m,16h 42m,14h 14m,10h 24m
Labelle,15,104071.8,28h 55m,,,,,,28h 55m,25h 43m,22h 54m,20h 01m,17h 36m,15h 12m,13h 06m,11h 13m,8h 57m,7h 04m,5h 22m,2h 57m,1h 04m
Labrador City,15,140562.4,39h 03m,,,,,,39h 03m,35h 11m,31h 35m,27h 47m,24h 19m,20h 37m,16h 57m,13h 06m,12h 02m,10h 38m,8h 49m,7h 10m,4h 39m
Labrecque,15,112379.5,31h 13m,,,,,,31h 13m,27h 48m,24h 43m,21h 31m,18h 45m,15h 55m,13h 16m,10h 44m,8h 44m,7h 46m,6h 42m,5h 13m,4h 26m
Labrieville,15,117919.6,32h 45m,,,,,,32h 45m,29h 08m,25h 48m,22h 19m,19h 13m,15h 58m,12h 51m,9h 41m,7h 48m,7h 04m,6h 16m,5h 08m,3h 27m
La Broquerie,15,108028.8,30h 00m,,,,,,30h 00m,28h 06m,26h 13m,24h 21m,22h 27m,20h 14m,17h 33m,14h 58m,12h 22m,9h 41m,7h 16m,4h 45m,2h 11m
Lac-Alouette,15,104639.5,29h 04m,,,,,,29h 04m,25h 47m,22h 51m,19h 50m,17h 16m,14h 41m,12h 21m,10h 12m,7h 58m,6h 09m,4h 32m,2h 16m,0h 36m
Lac-Brome,15,108182.9,30h 03m,,,,,,30h 03m,26h 42m,23h 42m,20h 35m,17h 55m,15h 12m,12h 42m,10h 21m,8h 12m,6h 28m,4h 59m,2h 56m,1h 37m
Lac-Connelly,15,104812.3,29h 07m,,,,,,29h 07m,25h 50m,22h 55m,19h 54m,17h 21m,14h 47m,12h 28m,10h 19m,8h 05m,6h 16m,4h 39m,2h 22m,0h 42m
Lac du Bonnet,15,108920.2,30h 15m,,,,,,30h 15m,28h 21m,26h 30m,24h 38m,22h 45m,20h 32m,17h 52m,15h 18m,12h 40m,9h 57m,7h 35m,5h 01m,2h 21m
Lachute,15,105049.8,29h 11m,,,,,,29h 11m,25h 54m,22h 58m,19h 56m,17h 22m,14h 46m,12h 25m,10h 15m,7h 59m,6h 07m,4h 26m,2h 03m,0h 12m
Lac La Biche,15,125791.7,34h 57m,,,,,,34h 57m,32h 09m,29h 16m,26h 12m,22h 55m,19h 01m,14h 58m,11h 59m,9h 47m,8h 18m,6h 31m,5h 17m,3h 17m
Lac-Lapierre,15,105071.8,29h 11m,,,,,,29h 11m,25h 53m,22h 56m,19h 53m,17h 18m,14h 41m,12h 19m,10h 06m,7h 54m,6h 07m,4h 33m,2h 22m,0h 50m
Lac-Mégantic,15,111550.3,30h 59m,,,,,,30h 59m,27h 33m,24h 27m,21h 14m,18h 26m,15h 34m,12h 53m,10h 18m,8h 16m,6h 42m,5h 27m,3h 44m,3h 00m
Lacolle,15,107355.0,29h 49m,,,,,,29h 49m,26h 30m,23h 31m,20h 26m,17h 48m,15h 08m,12h 42m,10h 24m,8h 13m,6h 24m,4h 51m,2h 39m,1h 07m
Lacombe,15,126598.0,35h 10m,,,,,,35h 10m,32h 23m,29h 31m,26h 28m,23h 11m,19h 19m,15h 18m,12h 20m,9h 56m,8h 27m,6h 35m,4h 55m,2h 34m
La Conception,15,103965.1,28h 53m,,,,,,28h 53m,25h 41m,22h 51m,19h 56m,17h 30m,15h 04m,12h 55m,11h 00m,8h 44m,6h 51m,5h 09m,2h 45m,0h 53m
Lac-Simon,15,104338.7,28h 59m,,,,,,28h 59m,25h 47m,22h 57m,20h 02m,17h 36m,15h 10m,13h 01m,11h 06m,8h 49m,6h 56m,5h 14m,2h 49m,0h 56m
Ladysmith,15,173177.5,48h 06m,,,,,,48h 06m,45h 16m,42h 19m,39h 11m,35h 49m,31h 50m,27h 40m,24h 31m,22h 06m,20h 21m,19h 02m,17h 10m,14h 20m
Lake Cowichan,15,171408.0,47h 37m,,,,,,47h 37m,44h 43m,41h 42m,38h 30m,35h 02m,30h 56m,26h 38m,23h 19m,20h 40m,18h 37m,16h 54m,14h 25m,10h 34m
Lake Echo,15,129507.5,35h 58m,,,,,,35h 58m,32h 03m,28h 22m,24h 28m,20h 52m,17h 03m,13h 12m,9h 09m,7h 27m,5h 55m,4h 38m,3h 22m,2h 00m
Lakefield,15,114405.3,31h 47m,,,,,,31h 47m,28h 51m,26h 19m,23h 46m,21h 46m,19h 51m,18h 20m,16h 44m,15h 12m,13h 15m,11h 01m,8h 52m,5h 29m
Lake Louise,15,130960.0,36h 23m,,,,,,36h 23m,33h 36m,30h 44m,27h 41m,24h 24m,20h 32m,16h 31m,13h 33m,10h 56m,9h 24m,7h 21m,5h 10m,2h 15m
Lakeview Heights,15,150364.3,41h 46m,,,,,,41h 46m,38h 56m,36h 00m,32h 53m,29h 32m,25h 34m,21h 25m,18h 18m,15h 36m,13h 50m,12h 01m,9h 40m,6h 12m
Lambton Shores,15,123484.0,34h 18m,,,,,,34h 18m,31h 27m,29h 00m,26h 33m,24h 40m,22h 53m,21h 33m,19h 52m,18h 19m,16h 33m,14h 12m,11h 53m,8h 14m
La Minerve,15,105296.2,29h 15m,,,,,,29h 15m,26h 04m,23h 15m,20h 22m,17h 58m,15h 34m,13h 29m,11h 36m,9h 19m,7h 26m,5h 42m,3h 16m,1h 20m
Lamont,15,123425.5,34h 17m,,,,,,34h 17m,31h 32m,28h 40m,25h 39m,22h 24m,18h 33m,14h 34m,11h 40m,9h 21m,7h 58m,6h 11m,4h 44m,2h 46m
Landmark,15,107654.1,29h 54m,,,,,,29h 54m,27h 59m,26h 05m,24h 11m,22h 15m,20h 00m,17h 21m,14h 44m,12h 09m,9h 30m,7h 02m,4h 34m,2h 04m
Langdale,15,165112.0,45h 52m,,,,,,45h 52m,42h 59m,39h 58m,36h 47m,33h 19m,29h 15m,24h 58m,21h 41m,19h 04m,17h 04m,15h 25m,13h 01m,9h 19m
Langenburg,15,110818.8,30h 47m,,,,,,30h 47m,28h 33m,26h 17m,23h 57m,21h 32m,18h 41m,15h 55m,13h 04m,11h 01m,8h 19m,5h 26m,3h 41m,2h 24m
Langford,15,170398.8,47h 20m,,,,,,47h 20m,44h 26m,41h 26m,38h 13m,34h 45m,30h 39m,26h 22m,23h 03m,20h 25m,18h 22m,16h 40m,14h 11m,10h 22m
Langham,15,116801.0,32h 27m,,,,,,32h 27m,29h 56m,27h 22m,24h 41m,21h 50m,18h 28m,15h 04m,12h 49m,10h 00m,8h 00m,6h 08m,4h 35m,2h 44m
Langley,15,160088.3,44h 28m,,,,,,44h 28m,41h 35m,38h 36m,35h 24m,31h 58m,27h 54m,23h 38m,20h 22m,17h 47m,15h 49m,14h 13m,11h 53m,8h 19m
Lanigan,15,114939.0,31h 56m,,,,,,31h 56m,29h 31m,27h 04m,24h 30m,21h 48m,18h 38m,15h 27m,13h 00m,10h 28m,8h 13m,6h 01m,4h 41m,2h 45m
Lanoraie,15,110536.1,30h 42m,,,,,,30h 42m,27h 28m,24h 35m,21h 37m,19h 07m,16h 37m,14h 23m,12h 20m,10h 34m,8h 55m,7h 08m,5h 36m,3h 16m
Lantz,15,127007.1,35h 17m,,,,,,35h 17m,31h 21m,27h 41m,23h 47m,20h 12m,16h 23m,12h 32m,8h 30m,6h 49m,5h 18m,4h 03m,2h 49m,1h 30m
Lappe,15,107151.2,29h 46m,,,,,,29h 46m,28h 06m,26h 35m,25h 09m,23h 38m,22h 00m,20h 19m,18h 18m,15h 49m,13h 33m,11h 04m,8h 33m,6h 51m
La Prairie,15,105404.3,29h 17m,,,,,,29h 17m,25h 58m,22h 59m,19h 54m,17h 17m,14h 37m,12h 12m,9h 55m,7h 45m,5h 58m,4h 26m,2h 17m,0h 49m
La Ronge,15,128475.1,35h 41m,,,,,,35h 41m,33h 10m,30h 35m,27h 52m,25h 00m,21h 36m,18h 11m,15h 49m,12h 56m,10h 43m,8h 37m,6h 50m,4h 15m
LaSalle,15,128786.5,35h 46m,,,,,,35h 46m,32h 53m,30h 23m,27h 53m,25h 56m,24h 04m,22h 38m,20h 57m,19h 24m,17h 28m,15h 05m,12h 43m,8h 58m
La Sarre,15,100692.3,27h 58m,,,,,,27h 58m,25h 14m,22h 55m,20h 37m,18h 55m,17h 18m,15h 24m,13h 56m,12h 08m,10h 15m,7h 44m,4h 25m,0h 25m
L'Ascension-de-Notre-Seigneur,15,112612.8,31h 17m,,,,,,31h 17m,27h 52m,24h 48m,21h 36m,18h 50m,16h 00m,13h 23m,10h 51m,8h 50m,7h 53m,6h 47m,5h 18m,4h 32m
LaScie,15,163699.8,45h 28m,,,,,,45h 28m,41h 06m,36h 54m,32h 23m,28h 05m,23h 24m,18h 30m,13h 09m,10h 23m,9h 03m,7h 15m,5h 45m,4h 52m
L'Assomption,15,105090.3,29h 12m,,,,,,29h 12m,25h 52m,22h 54m,19h 49m,17h 12m,14h 32m,12h 07m,9h 50m,7h 40m,5h 56m,4h 26m,2h 20m,0h 57m
La Tuque,15,112781.4,31h 20m,,,,,,31h 20m,27h 55m,24h 50m,21h 38m,18h 52m,16h 02m,13h 23m,10h 51m,8h 44m,7h 23m,6h 03m,4h 11m,3h 14m
Laurentides,15,112022.6,31h 07m,,,,,,31h 07m,27h 41m,24h 34m,21h 20m,18h 31m,15h 38m,12h 56m,10h 18m,8h 18m,6h 48m,5h 36m,3h 57m,3h 20m
Laval,15,109851.3,30h 31m,,,,,,30h 31m,27h 19m,24h 29m,21h 34m,19h 08m,16h 42m,14h 33m,12h 38m,10h 49m,9h 06m,7h 12m,5h 32m,2h 59m
Lavaltrie,15,105435.6,29h 17m,,,,,,29h 17m,25h 57m,22h 58m,19h 53m,17h 15m,14h 34m,12h 07m,9h 49m,7h 40m,5h 57m,4h 28m,2h 25m,1h 06m
Lavington,15,148272.5,41h 11m,,,,,,41h 11m,38h 22m,35h 26m,32h 20m,28h 59m,25h 02m,20h 55m,17h 49m,15h 07m,13h 23m,11h 31m,9h 09m,5h 45m
Leamington,15,128211.2,35h 37m,,,,,,35h 37m,32h 43m,30h 14m,27h 43m,25h 46m,23h 55m,22h 29m,20h 48m,19h 15m,17h 19m,14h 57m,12h 35m,8h 51m
Lebel-sur-Quévillon,15,106067.0,29h 28m,,,,,,29h 28m,26h 33m,24h 03m,21h 31m,19h 33m,17h 40m,15h 59m,14h 08m,12h 36m,10h 56m,8h 52m,5h 55m,2h 59m
Leblanc,15,115859.4,32h 11m,,,,,,32h 11m,29h 01m,26h 13m,23h 20m,20h 57m,18h 35m,16h 31m,14h 41m,12h 26m,11h 01m,9h 27m,7h 14m,5h 42m
Leduc,15,125283.1,34h 48m,,,,,,34h 48m,32h 01m,29h 08m,26h 05m,22h 48m,18h 56m,14h 54m,11h 55m,9h 37m,8h 08m,6h 25m,4h 58m,2h 49m
Lefebvre,15,107254.3,29h 48m,,,,,,29h 48m,26h 25m,23h 22m,20h 13m,17h 31m,14h 44m,12h 11m,9h 45m,7h 40m,6h 01m,4h 40m,2h 48m,1h 48m
L'Épiphanie,15,105290.2,29h 15m,,,,,,29h 15m,25h 56m,22h 57m,19h 53m,17h 16m,14h 36m,12h 11m,9h 55m,7h 45m,6h 01m,4h 30m,2h 22m,0h 58m
Les Cèdres,15,111239.0,30h 54m,,,,,,30h 54m,27h 41m,24h 50m,21h 54m,19h 27m,16h 59m,14h 48m,12h 50m,10h 59m,9h 13m,7h 15m,5h 29m,2h 45m
Les Coteaux,15,106410.6,29h 34m,,,,,,29h 34m,26h 14m,23h 16m,20h 12m,17h 35m,14h 55m,12h 30m,10h 15m,7h 59m,6h 06m,4h 24m,2h 02m,0h 12m
Lethbridge,15,123889.0,34h 25m,,,,,,34h 25m,31h 46m,29h 02m,26h 09m,23h 04m,19h 27m,15h 43m,13h 07m,10h 12m,8h 12m,6h 18m,3h 47m,1h 38m
Lewisporte,15,164996.0,45h 50m,,,,,,45h 50m,41h 26m,37h 14m,32h 42m,28h 23m,23h 40m,18h 44m,13h 20m,10h 32m,9h 08m,7h 14m,5h 35m,4h 28m
L'Île-Perrot,15,105830.0,29h 24m,,,,,,29h 24m,26h 05m,23h 07m,20h 03m,17h 27m,14h 48m,12h 24m,10h 09m,7h 55m,6h 04m,4h 26m,2h 09m,0h 27m
Limoges,15,110809.5,30h 47m,,,,,,30h 47m,27h 39m,24h 54m,22h 05m,19h 46m,17h 28m,15h 29m,13h 46m,11h 52m,10h 02m,7h 58m,6h 03m,3h 05m
Lincoln,15,119018.6,33h 04m,,,,,,33h 04m,29h 17m,25h 47m,22h 05m,18h 44m,15h 12m,11h 42m,8h 05m,6h 37m,5h 16m,3h 59m,2h 21m,1h 58m
