from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Lively,20,107327.8,29h 49m,29h 49m,27h 51m,26h 14m,24h 40m,23h 01m,21h 35m,20h 16m,19h 03m,17h 43m,16h 11m,15h 01m,13h 37m,12h 07m,10h 33m,8h 34m,5h 59m,3h 27m,2h 11m
Lloydminster,20,108366.4,30h 06m,30h 06m,27h 59m,26h 04m,23h 59m,21h 48m,19h 22m,17h 02m,15h 22m,13h 36m,11h 37m,9h 44m,8h 32m,7h 17m,6h 09m,4h 46m,4h 04m,3h 02m,1h 26m
Logan Lake,20,133672.6,37h 08m,37h 08m,34h 47m,32h 36m,30h 13m,27h 43m,24h 55m,22h 10m,20h 01m,17h 40m,15h 00m,12h 56m,11h 24m,10h 05m,8h 35m,6h 43m,5h 26m,3h 56m,3h 14m
London,20,121636.8,33h 47m,33h 47m,31h 39m,29h 50m,28h 03m,26h 09m,24h 27m,22h 49m,21h 14m,19h 28m,18h 04m,16h 29m,15h 06m,13h 35m,11h 57m,10h 12m,7h 52m,5h 58m,3h 50m
Longueuil,20,113301.2,31h 28m,31h 28m,29h 08m,27h 05m,25h 03m,22h 52m,20h 50m,18h 50m,16h 49m,14h 33m,12h 34m,10h 47m,9h 12m,8h 03m,6h 54m,5h 48m,4h 23m,3h 16m,2h 09m
Lorette,20,100454.2,27h 54m,27h 54m,26h 23m,25h 07m,23h 46m,22h 25m,20h 56m,19h 17m,17h 48m,16h 28m,15h 15m,13h 59m,12h 44m,11h 25m,9h 56m,8h 01m,6h 15m,4h 32m,2h 04m
Lorraine,20,112537.0,31h 16m,31h 16m,28h 56m,26h 55m,24h 54m,22h 44m,20h 44m,18h 46m,16h 47m,14h 34m,12h 38m,10h 55m,9h 18m,8h 08m,6h 56m,5h 45m,4h 14m,3h 14m,1h 58m
Lotbinière,20,115490.9,32h 05m,32h 05m,29h 40m,27h 32m,25h 24m,23h 07m,20h 57m,18h 49m,16h 39m,14h 12m,12h 00m,9h 57m,8h 29m,7h 31m,6h 34m,5h 45m,4h 43m,3h 55m,2h 44m
Louiseville,20,113847.9,31h 37m,31h 37m,29h 15m,27h 11m,25h 06m,22h 53m,20h 48m,18h 45m,16h 41m,14h 21m,12h 17m,10h 24m,8h 52m,7h 48m,6h 44m,5h 45m,4h 30m,3h 32m,2h 40m
Lower Lonsdale,20,144018.2,40h 00m,40h 00m,37h 37m,35h 25m,33h 00m,30h 27m,27h 37m,24h 49m,22h 36m,20h 11m,17h 27m,15h 17m,13h 38m,12h 08m,10h 27m,8h 20m,6h 42m,4h 39m,3h 04m
Lower Nicola,20,134806.5,37h 27m,37h 27m,35h 05m,32h 54m,30h 32m,28h 01m,25h 12m,22h 27m,20h 17m,17h 56m,15h 16m,13h 11m,11h 38m,10h 18m,8h 46m,6h 53m,5h 33m,3h 59m,3h 11m
Lucan,20,122119.1,33h 55m,33h 55m,31h 47m,29h 59m,28h 12m,26h 18m,24h 36m,22h 59m,21h 24m,19h 39m,18h 16m,16h 40m,15h 19m,13h 47m,12h 09m,10h 23m,8h 03m,6h 08m,3h 59m
Lumby,20,133049.2,36h 57m,36h 57m,34h 39m,32h 31m,30h 12m,27h 46m,25h 02m,22h 22m,20h 19m,18h 05m,15h 34m,13h 25m,12h 03m,10h 33m,9h 02m,7h 17m,6h 11m,4h 42m,3h 52m
Lumsden,20,103549.8,28h 46m,28h 46m,26h 53m,25h 14m,23h 27m,21h 36m,19h 33m,17h 40m,16h 13m,14h 51m,13h 24m,11h 47m,10h 11m,8h 36m,6h 55m,5h 47m,4h 58m,3h 53m,2h 44m
Lunenburg,20,143388.8,39h 50m,39h 50m,37h 05m,34h 35m,32h 02m,29h 17m,26h 37m,23h 52m,21h 00m,17h 45m,14h 36m,11h 24m,10h 14m,8h 50m,7h 16m,5h 33m,4h 02m,3h 01m,2h 36m
Lutes Mountain,20,131279.0,36h 28m,36h 28m,33h 46m,31h 19m,28h 49m,26h 08m,23h 32m,20h 52m,18h 06m,14h 58m,11h 56m,8h 53m,7h 43m,6h 32m,5h 14m,3h 54m,2h 05m,1h 33m,0h 44m
Lynnmour,20,144051.9,40h 01m,40h 01m,37h 38m,35h 25m,33h 01m,30h 28m,27h 37m,24h 49m,22h 37m,20h 12m,17h 28m,15h 17m,13h 39m,12h 09m,10h 28m,8h 21m,6h 42m,4h 40m,3h 05m
Macamic,20,105306.0,29h 15m,29h 15m,27h 17m,25h 39m,24h 04m,22h 24m,20h 58m,19h 38m,18h 24m,17h 02m,15h 26m,14h 16m,12h 55m,11h 19m,9h 38m,7h 29m,4h 45m,1h 53m,0h 33m
Mackenzie,20,132897.9,36h 55m,36h 55m,34h 27m,32h 08m,29h 37m,26h 57m,23h 58m,21h 00m,18h 37m,15h 59m,12h 59m,11h 25m,9h 33m,8h 02m,7h 11m,6h 07m,4h 39m,2h 58m,2h 19m
Macklin,20,109153.6,30h 19m,30h 19m,28h 13m,26h 19m,24h 15m,22h 06m,19h 42m,17h 24m,15h 47m,14h 03m,12h 07m,10h 10m,8h 54m,7h 38m,6h 30m,5h 04m,4h 18m,3h 19m,1h 55m
Madoc,20,115303.2,32h 02m,32h 02m,29h 49m,27h 55m,26h 02m,24h 02m,22h 12m,20h 26m,18h 42m,16h 45m,15h 08m,13h 38m,11h 59m,10h 33m,9h 01m,7h 25m,5h 18m,3h 43m,1h 34m
Magog,20,116356.9,32h 19m,32h 19m,29h 57m,27h 53m,25h 49m,23h 36m,21h 32m,19h 29m,17h 25m,15h 06m,13h 03m,11h 10m,9h 38m,8h 32m,7h 26m,6h 25m,5h 07m,3h 54m,3h 00m
Magrath,20,114019.8,31h 40m,31h 40m,29h 33m,27h 38m,25h 33m,23h 22m,20h 56m,18h 36m,16h 56m,15h 10m,13h 11m,11h 04m,9h 39m,8h 34m,7h 24m,5h 50m,4h 52m,3h 46m,1h 58m
Maillardville,20,142976.3,39h 43m,39h 43m,37h 20m,35h 08m,32h 43m,30h 11m,27h 20m,24h 32m,22h 20m,19h 56m,17h 12m,15h 02m,13h 24m,11h 56m,10h 15m,8h 10m,6h 33m,4h 34m,3h 04m
Malakwa,20,128390.8,35h 40m,35h 40m,33h 23m,31h 17m,29h 00m,26h 35m,23h 54m,21h 16m,19h 16m,17h 06m,14h 39m,12h 31m,11h 13m,9h 38m,8h 11m,6h 35m,5h 35m,4h 24m,3h 19m
Malartic,20,105955.1,29h 26m,29h 26m,27h 24m,25h 43m,24h 04m,22h 20m,20h 49m,19h 23m,18h 02m,16h 33m,15h 04m,13h 45m,12h 29m,11h 03m,9h 26m,7h 27m,4h 49m,2h 26m,1h 11m
Malvern,20,114490.2,31h 48m,31h 48m,29h 39m,27h 50m,26h 02m,24h 08m,22h 25m,20h 46m,19h 10m,17h 23m,15h 58m,14h 25m,13h 02m,11h 34m,10h 00m,8h 21m,6h 09m,4h 27m,2h 26m
Mandeville,20,114619.1,31h 50m,31h 50m,29h 29m,27h 26m,25h 22m,23h 10m,21h 07m,19h 06m,17h 04m,14h 46m,12h 45m,10h 55m,9h 22m,8h 17m,7h 11m,6h 09m,4h 50m,3h 51m,2h 59m
Manitouwadge,20,106210.6,29h 30m,29h 30m,27h 58m,26h 50m,25h 47m,24h 38m,23h 26m,22h 27m,21h 25m,20h 14m,19h 04m,17h 44m,16h 13m,14h 47m,13h 06m,10h 57m,9h 20m,8h 25m,7h 12m
Maniwaki,20,110329.4,30h 39m,30h 39m,28h 27m,26h 34m,24h 43m,22h 44m,20h 56m,19h 13m,17h 30m,15h 36m,14h 02m,12h 32m,10h 57m,9h 32m,8h 00m,6h 24m,4h 17m,2h 42m,1h 51m
Manning,20,124687.1,34h 38m,34h 38m,32h 14m,29h 59m,27h 33m,24h 58m,22h 05m,19h 14m,16h 58m,14h 30m,11h 41m,10h 20m,9h 09m,7h 51m,6h 22m,5h 06m,4h 10m,2h 49m,2h 07m
Mannville,20,109356.3,30h 23m,30h 23m,28h 13m,26h 16m,24h 08m,21h 54m,19h 24m,17h 01m,15h 16m,13h 24m,11h 19m,9h 30m,8h 23m,7h 14m,5h 57m,4h 41m,3h 48m,2h 54m,1h 34m
Maple Bay,20,151890.2,42h 12m,42h 12m,39h 48m,37h 34m,35h 09m,32h 35m,29h 43m,26h 54m,24h 40m,22h 13m,19h 27m,17h 14m,15h 32m,13h 59m,12h 12m,9h 59m,8h 11m,5h 56m,3h 57m
Maple Creek,20,108337.3,30h 06m,30h 06m,28h 04m,26h 16m,24h 19m,22h 17m,20h 01m,17h 52m,16h 25m,14h 49m,13h 01m,10h 58m,9h 23m,8h 07m,6h 39m,5h 33m,4h 28m,3h 18m,2h 01m
Maple Ridge,20,111707.4,31h 02m,31h 02m,28h 48m,26h 46m,24h 33m,22h 13m,19h 37m,17h 06m,15h 14m,13h 11m,10h 54m,9h 12m,8h 12m,7h 00m,5h 42m,4h 39m,3h 21m,2h 48m,1h 58m
Maple Ridge,20,143025.3,39h 44m,39h 44m,37h 21m,35h 09m,32h 44m,30h 12m,27h 21m,24h 34m,22h 22m,19h 57m,17h 14m,15h 04m,13h 26m,11h 58m,10h 18m,8h 13m,6h 37m,4h 40m,3h 11m
Maplewood,20,143827.4,39h 57m,39h 57m,37h 34m,35h 22m,32h 57m,30h 24m,27h 34m,24h 46m,22h 33m,20h 08m,17h 24m,15h 14m,13h 35m,12h 06m,10h 25m,8h 18m,6h 40m,4h 38m,3h 03m
Marieville,20,113918.9,31h 39m,31h 39m,29h 18m,27h 14m,25h 11m,23h 00m,20h 57m,18h 56m,16h 55m,14h 38m,12h 37m,10h 48m,9h 14m,8h 07m,6h 59m,5h 54m,4h 32m,3h 22m,2h 20m
Markdale,20,116746.1,32h 26m,32h 26m,30h 20m,28h 33m,26h 49m,24h 59m,23h 20m,21h 47m,20h 16m,18h 36m,17h 13m,15h 40m,14h 24m,12h 51m,11h 08m,9h 17m,6h 48m,4h 40m,2h 41m
Markham,20,114408.4,31h 47m,31h 47m,29h 38m,27h 49m,26h 02m,24h 08m,22h 25m,20h 47m,19h 12m,17h 26m,16h 02m,14h 28m,13h 05m,11h 37m,10h 03m,8h 23m,6h 10m,4h 26m,2h 26m
Markland Wood,20,114650.8,31h 51m,31h 51m,29h 43m,27h 54m,26h 07m,24h 14m,22h 32m,20h 55m,19h 20m,17h 35m,16h 12m,14h 38m,13h 17m,11h 47m,10h 11m,8h 30m,6h 14m,4h 27m,2h 29m
Markstay-Warren,20,107112.9,29h 45m,29h 45m,27h 45m,26h 05m,24h 28m,22h 45m,21h 16m,19h 53m,18h 34m,17h 08m,15h 38m,14h 22m,12h 59m,11h 31m,9h 58m,7h 57m,5h 14m,2h 45m,1h 34m
Marmora,20,115076.8,31h 58m,31h 58m,29h 46m,27h 53m,26h 01m,24h 02m,22h 13m,20h 29m,18h 45m,16h 50m,15h 16m,13h 45m,12h 09m,10h 43m,9h 12m,7h 36m,5h 29m,3h 54m,1h 44m
Martensville,20,106225.9,29h 30m,29h 30m,27h 31m,25h 44m,23h 48m,21h 48m,19h 34m,17h 29m,16h 05m,14h 37m,12h 53m,10h 55m,9h 31m,8h 00m,6h 38m,5h 42m,4h 37m,3h 16m,2h 37m
Mary Hill,20,143342.2,39h 49m,39h 49m,37h 26m,35h 14m,32h 49m,30h 17m,27h 26m,24h 38m,22h 26m,20h 02m,17h 18m,15h 08m,13h 30m,12h 01m,10h 21m,8h 15m,6h 39m,4h 39m,3h 08m
Marystown,20,201337.6,55h 56m,55h 56m,52h 57m,50h 13m,47h 24m,44h 21m,41h 19m,38h 11m,34h 52m,31h 05m,27h 17m,23h 20m,21h 18m,18h 58m,16h 16m,15h 01m,13h 20m,11h 31m,9h 09m
Mascouche,20,112715.1,31h 19m,31h 19m,28h 59m,26h 57m,24h 55m,22h 45m,20h 45m,18h 46m,16h 47m,14h 33m,12h 36m,10h 51m,9h 14m,8h 06m,6h 55m,5h 46m,4h 18m,3h 16m,2h 05m
Maskinongé,20,113789.5,31h 36m,31h 36m,29h 14m,27h 10m,25h 06m,22h 53m,20h 49m,18h 47m,16h 43m,14h 24m,12h 20m,10h 28m,8h 56m,7h 52m,6h 47m,5h 47m,4h 30m,3h 31m,2h 40m
Masset,20,188716.5,52h 25m,52h 25m,49h 52m,47h 27m,44h 50m,42h 02m,38h 55m,35h 48m,33h 14m,30h 23m,27h 09m,25h 04m,22h 45m,20h 45m,19h 20m,17h 41m,16h 32m,14h 58m,12h 37m
Matagami,20,114065.9,31h 41m,31h 41m,29h 39m,27h 56m,26h 16m,24h 30m,22h 57m,21h 30m,20h 07m,18h 35m,17h 03m,15h 40m,14h 29m,13h 09m,11h 28m,9h 24m,6h 39m,3h 59m,2h 12m
Mattawa,20,108569.9,30h 09m,30h 09m,28h 03m,26h 16m,24h 31m,22h 40m,21h 00m,19h 25m,17h 54m,16h 12m,14h 49m,13h 14m,11h 57m,10h 21m,8h 37m,6h 43m,4h 11m,1h 58m,0h 31m
Maxville,20,113214.3,31h 27m,31h 27m,29h 09m,27h 09m,25h 10m,23h 02m,21h 04m,19h 09m,17h 13m,15h 04m,13h 12m,11h 33m,9h 51m,8h 34m,7h 14m,5h 53m,4h 07m,3h 04m,1h 22m
Mayerthorpe,20,113682.3,31h 35m,31h 35m,29h 18m,27h 12m,24h 55m,22h 31m,19h 50m,17h 13m,15h 13m,13h 03m,10h 37m,9h 02m,7h 50m,6h 50m,5h 40m,4h 30m,3h 18m,2h 43m,2h 06m
Mayo,20,197926.0,54h 59m,54h 59m,52h 20m,49h 49m,47h 04m,44h 09m,40h 53m,37h 36m,34h 49m,31h 45m,28h 14m,26h 03m,23h 49m,21h 24m,19h 25m,16h 49m,14h 23m,11h 23m,6h 47m
McAdam,20,129646.0,36h 01m,36h 01m,33h 22m,30h 58m,28h 33m,25h 56m,23h 25m,20h 52m,18h 12m,15h 11m,12h 19m,9h 27m,8h 26m,7h 31m,6h 21m,5h 04m,3h 42m,2h 55m,2h 27m
McBride,20,125918.6,34h 59m,34h 59m,32h 36m,30h 24m,28h 01m,25h 29m,22h 39m,19h 52m,17h 41m,15h 18m,12h 36m,10h 42m,9h 08m,8h 02m,6h 38m,5h 09m,4h 02m,2h 38m,1h 06m
McLennan,20,120316.0,33h 25m,33h 25m,31h 03m,28h 51m,26h 27m,23h 55m,21h 05m,18h 18m,16h 06m,13h 42m,11h 00m,9h 45m,8h 15m,7h 04m,5h 46m,4h 29m,3h 41m,2h 45m,1h 15m
McMasterville,20,113369.4,31h 29m,31h 29m,29h 09m,27h 05m,25h 03m,22h 51m,20h 49m,18h 48m,16h 46m,14h 30m,12h 29m,10h 41m,9h 06m,7h 59m,6h 52m,5h 47m,4h 25m,3h 17m,2h 16m
Meadowbrook,20,143151.4,39h 46m,39h 46m,37h 23m,35h 11m,32h 46m,30h 14m,27h 23m,24h 35m,22h 23m,19h 59m,17h 15m,15h 05m,13h 27m,11h 59m,10h 18m,8h 13m,6h 37m,4h 38m,3h 07m
Meadow Lake,20,110796.1,30h 47m,30h 47m,28h 40m,26h 46m,24h 42m,22h 32m,20h 07m,17h 49m,16h 11m,14h 26m,12h 30m,10h 37m,9h 19m,7h 52m,6h 45m,5h 20m,4h 17m,2h 49m,1h 17m
Meaford,20,117114.7,32h 32m,32h 32m,30h 27m,28h 41m,26h 58m,25h 08m,23h 30m,21h 58m,20h 29m,18h 51m,17h 26m,15h 55m,14h 37m,13h 07m,11h 22m,9h 28m,6h 56m,4h 42m,2h 42m
Medicine Hat,20,109007.0,30h 17m,30h 17m,28h 13m,26h 22m,24h 21m,22h 15m,19h 55m,17h 42m,16h 09m,14h 31m,12h 43m,10h 33m,9h 02m,7h 53m,6h 33m,5h 15m,4h 21m,3h 19m,1h 41m
Melfort,20,107076.3,29h 45m,29h 45m,27h 48m,26h 04m,24h 12m,22h 16m,20h 07m,18h 06m,16h 46m,15h 15m,13h 38m,11h 49m,10h 16m,8h 36m,7h 02m,6h 01m,4h 48m,3h 07m,2h 24m
Melita,20,104277.7,28h 58m,28h 58m,27h 14m,25h 46m,24h 10m,22h 33m,20h 44m,19h 08m,17h 27m,16h 19m,15h 05m,13h 47m,12h 21m,10h 34m,8h 30m,6h 51m,5h 29m,3h 57m,2h 20m
Melocheville,20,114152.1,31h 43m,31h 43m,29h 22m,27h 20m,25h 17m,23h 07m,21h 05m,19h 05m,17h 04m,14h 49m,12h 50m,11h 03m,9h 26m,8h 14m,7h 01m,5h 50m,4h 17m,3h 05m,1h 43m
Melville,20,103180.4,28h 40m,28h 40m,26h 51m,25h 16m,23h 33m,21h 48m,19h 51m,18h 05m,16h 32m,15h 17m,14h 00m,12h 35m,10h 51m,9h 10m,7h 18m,5h 56m,4h 49m,3h 58m,2h 37m
Memramcook,20,132049.2,36h 41m,36h 41m,33h 58m,31h 30m,29h 00m,26h 18m,23h 40m,21h 00m,18h 12m,15h 02m,11h 58m,8h 53m,7h 42m,6h 28m,5h 06m,3h 39m,1h 52m,1h 16m,0h 29m
Mercier,20,113694.0,31h 35m,31h 35m,29h 15m,27h 12m,25h 10m,22h 59m,20h 58m,18h 58m,16h 58m,14h 43m,12h 44m,10h 58m,9h 21m,8h 11m,6h 59m,5h 49m,4h 19m,3h 11m,1h 54m
Merritt,20,134400.1,37h 20m,37h 20m,34h 59m,32h 48m,30h 25m,27h 54m,25h 06m,22h 21m,20h 11m,17h 50m,15h 10m,13h 05m,11h 33m,10h 11m,8h 39m,6h 46m,5h 27m,3h 53m,3h 05m
Métabetchouan,20,118235.7,32h 51m,32h 51m,30h 27m,28h 21m,26h 15m,24h 00m,21h 53m,19h 48m,17h 41m,15h 18m,13h 10m,11h 13m,9h 40m,8h 51m,7h 58m,7h 01m,5h 49m,4h 31m,3h 39m
Metcalfe,20,112990.5,31h 23m,31h 23m,29h 06m,27h 08m,25h 10m,23h 04m,21h 08m,19h 14m,17h 21m,15h 14m,13h 26m,11h 51m,10h 07m,8h 47m,7h 23m,5h 57m,4h 04m,2h 50m,1h 11m
Metchosin,20,153257.6,42h 34m,42h 34m,40h 10m,37h 57m,35h 31m,32h 58m,30h 06m,27h 16m,25h 02m,22h 35m,19h 49m,17h 36m,15h 53m,14h 20m,12h 33m,10h 19m,8h 30m,6h 13m,4h 13m
Metrotown,20,143688.2,39h 55m,39h 55m,37h 32m,35h 19m,32h 55m,30h 22m,27h 32m,24h 44m,22h 31m,20h 07m,17h 23m,15h 13m,13h 34m,12h 05m,10h 24m,8h 18m,6h 40m,4h 40m,3h 06m
Middleton,20,144738.7,40h 12m,40h 12m,37h 27m,34h 57m,32h 25m,29h 39m,26h 59m,24h 14m,21h 22m,18h 07m,14h 57m,11h 45m,10h 35m,9h 11m,7h 36m,5h 53m,4h 21m,3h 19m,2h 52m
Middleton,20,136915.4,38h 02m,38h 02m,35h 17m,32h 47m,30h 15m,27h 30m,24h 49m,22h 06m,19h 14m,15h 59m,12h 50m,9h 39m,8h 30m,7h 07m,5h 34m,3h 53m,2h 26m,1h 28m,1h 13m
Midland,20,112778.3,31h 20m,31h 20m,29h 15m,27h 31m,25h 48m,24h 00m,22h 24m,20h 53m,19h 26m,17h 50m,16h 25m,14h 56m,13h 38m,12h 11m,10h 25m,8h 30m,5h 55m,3h 39m,1h 45m
Midway,20,134897.9,37h 28m,37h 28m,35h 12m,33h 07m,30h 51m,28h 28m,25h 48m,23h 12m,21h 14m,19h 06m,16h 42m,14h 25m,13h 05m,11h 33m,9h 51m,8h 16m,6h 54m,5h 40m,4h 49m
Mildmay,20,118317.4,32h 52m,32h 52m,30h 46m,29h 00m,27h 16m,25h 26m,23h 47m,22h 14m,20h 44m,19h 04m,17h 42m,16h 09m,14h 54m,13h 22m,11h 41m,9h 51m,7h 25m,5h 21m,3h 17m
Mill Bay,20,153622.8,42h 40m,42h 40m,40h 17m,38h 04m,35h 38m,33h 05m,30h 13m,27h 24m,25h 10m,22h 44m,19h 58m,17h 46m,16h 05m,14h 33m,12h 48m,10h 36m,8h 50m,6h 38m,4h 45m
Millbrook,20,114217.4,31h 44m,31h 44m,29h 34m,27h 43m,25h 54m,23h 59m,22h 14m,20h 33m,18h 55m,17h 06m,15h 38m,14h 06m,12h 38m,11h 12m,9h 39m,8h 02m,5h 54m,4h 16m,2h 11m
Millet,20,112731.7,31h 19m,31h 19m,29h 05m,27h 03m,24h 50m,22h 30m,19h 54m,17h 22m,15h 29m,13h 27m,11h 09m,9h 25m,8h 25m,7h 12m,5h 53m,4h 47m,3h 26m,2h 54m,2h 13m
Milliken,20,114427.0,31h 47m,31h 47m,29h 39m,27h 50m,26h 02m,24h 09m,22h 26m,20h 48m,19h 13m,17h 27m,16h 03m,14h 29m,13h 07m,11h 38m,10h 04m,8h 23m,6h 10m,4h 26m,2h 27m
Milton,20,115734.8,32h 09m,32h 09m,30h 01m,28h 12m,26h 25m,24h 32m,22h 50m,21h 13m,19h 38m,17h 53m,16h 30m,14h 56m,13h 34m,12h 05m,10h 28m,8h 46m,6h 29m,4h 40m,2h 41m
Mimico,20,114801.1,31h 53m,31h 53m,29h 45m,27h 57m,26h 10m,24h 16m,22h 34m,20h 57m,19h 22m,17h 37m,16h 14m,14h 40m,13h 19m,11h 49m,10h 13m,8h 32m,6h 17m,4h 29m,2h 31m
Minnedosa,20,101660.2,28h 14m,28h 14m,26h 34m,25h 09m,23h 37m,22h 04m,20h 20m,18h 49m,17h 07m,15h 58m,14h 51m,13h 36m,12h 11m,10h 35m,8h 32m,6h 55m,5h 25m,4h 01m,2h 12m
Minto,20,130071.4,36h 08m,36h 08m,33h 28m,31h 04m,28h 37m,25h 59m,23h 26m,20h 51m,18h 09m,15h 06m,12h 11m,9h 17m,8h 12m,7h 12m,6h 07m,4h 43m,3h 12m,2h 32m,2h 00m
Mirabel,20,112608.1,31h 17m,31h 17m,28h 58m,26h 57m,24h 56m,22h 47m,20h 48m,18h 51m,16h 53m,14h 41m,12h 46m,11h 04m,9h 25m,8h 13m,6h 58m,5h 44m,4h 08m,3h 08m,1h 42m
Miramichi,20,129615.3,36h 00m,36h 00m,33h 19m,30h 54m,28h 26m,25h 47m,23h 13m,20h 36m,17h 52m,14h 47m,11h 49m,8h 51m,7h 53m,6h 50m,5h 44m,4h 16m,2h 39m,1h 53m,1h 36m
Mission,20,141834.3,39h 24m,39h 24m,37h 01m,34h 49m,32h 25m,29h 53m,27h 03m,24h 15m,22h 04m,19h 40m,16h 57m,14h 48m,13h 11m,11h 44m,10h 05m,8h 02m,6h 29m,4h 35m,3h 12m
Mississauga,20,115052.9,31h 58m,31h 58m,29h 50m,28h 01m,26h 14m,24h 21m,22h 39m,21h 01m,19h 27m,17h 42m,16h 19m,14h 44m,13h 23m,11h 54m,10h 18m,8h 35m,6h 20m,4h 32m,2h 33m
Mississauga Beach,20,119611.0,33h 14m,33h 14m,31h 05m,29h 16m,27h 29m,25h 36m,23h 53m,22h 16m,20h 41m,18h 55m,17h 31m,15h 56m,14h 34m,13h 04m,11h 26m,9h 42m,7h 24m,5h 32m,3h 27m
Mississippi Mills,20,112276.4,31h 11m,31h 11m,28h 56m,27h 00m,25h 04m,23h 01m,21h 08m,19h 18m,17h 28m,15h 26m,13h 42m,12h 14m,10h 28m,9h 05m,7h 37m,6h 07m,4h 07m,2h 43m,0h 59m
Mistissini,20,119601.2,33h 13m,33h 13m,30h 59m,29h 04m,27h 10m,25h 09m,23h 17m,21h 29m,19h 42m,17h 43m,16h 03m,14h 35m,12h 52m,11h 45m,10h 30m,9h 03m,7h 09m,5h 47m,3h 31m
Moncton,20,131417.4,36h 30m,36h 30m,33h 48m,31h 21m,28h 51m,26h 10m,23h 33m,20h 54m,18h 07m,14h 58m,11h 56m,8h 53m,7h 42m,6h 31m,5h 12m,3h 50m,2h 02m,1h 30m,0h 41m
Montague,20,138981.2,38h 36m,38h 36m,35h 51m,33h 21m,30h 48m,28h 03m,25h 22m,22h 38m,19h 45m,16h 30m,13h 20m,10h 08m,8h 55m,7h 30m,5h 54m,4h 10m,2h 32m,1h 44m,1h 11m
Montebello,20,112565.2,31h 16m,31h 16m,28h 58m,26h 58m,24h 59m,22h 52m,20h 54m,18h 59m,17h 03m,14h 54m,13h 02m,11h 24m,9h 42m,8h 26m,7h 06m,5h 45m,3h 59m,2h 56m,1h 19m
Mont-Laurier,20,109797.5,30h 30m,30h 30m,28h 18m,26h 24m,24h 32m,22h 32m,20h 43m,18h 58m,17h 14m,15h 18m,13h 42m,12h 15m,10h 37m,9h 16m,7h 50m,6h 20m,4h 23m,3h 02m,2h 17m
Montréal,20,113104.6,31h 25m,31h 25m,29h 05m,27h 03m,25h 01m,22h 51m,20h 49m,18h 50m,16h 50m,14h 36m,12h 38m,10h 52m,9h 16m,8h 06m,6h 56m,5h 47m,4h 19m,3h 14m,2h 02m
Montréal-Est,20,112954.5,31h 23m,31h 23m,29h 02m,27h 00m,24h 58m,22h 48m,20h 46m,18h 47m,16h 47m,14h 32m,12h 34m,10h 48m,9h 12m,8h 03m,6h 53m,5h 46m,4h 19m,3h 14m,2h 06m
Montréal-Ouest,20,113091.6,31h 25m,31h 25m,29h 05m,27h 03m,25h 01m,22h 51m,20h 50m,18h 51m,16h 52m,14h 37m,12h 40m,10h 55m,9h 18m,8h 07m,6h 56m,5h 46m,4h 16m,3h 11m,1h 56m
Montrose,20,130843.8,36h 21m,36h 21m,34h 07m,32h 06m,29h 53m,27h 34m,24h 59m,22h 29m,20h 37m,18h 35m,16h 19m,14h 03m,12h 32m,11h 11m,9h 30m,8h 13m,7h 03m,6h 09m,4h 54m
Mont-Royal,20,112610.1,31h 17m,31h 17m,28h 57m,26h 55m,24h 54m,22h 44m,20h 43m,18h 44m,16h 45m,14h 31m,12h 33m,10h 49m,9h 12m,8h 02m,6h 50m,5h 41m,4h 11m,3h 07m,1h 53m
Mont-Saint-Grégoire,20,114317.6,31h 45m,31h 45m,29h 24m,27h 22m,25h 19m,23h 08m,21h 05m,19h 05m,17h 03m,14h 47m,12h 47m,10h 59m,9h 24m,8h 16m,7h 07m,6h 01m,4h 36m,3h 27m,2h 21m
Mont-Saint-Hilaire,20,113444.5,31h 31m,31h 31m,29h 10m,27h 06m,25h 03m,22h 51m,20h 49m,18h 47m,16h 45m,14h 28m,12h 27m,10h 38m,9h 05m,7h 58m,6h 51m,5h 48m,4h 28m,3h 19m,2h 21m
Mont-Tremblant,20,111682.5,31h 01m,31h 01m,28h 45m,26h 47m,24h 51m,22h 46m,20h 51m,18h 59m,17h 07m,15h 02m,13h 16m,11h 44m,10h 02m,8h 47m,7h 28m,6h 08m,4h 24m,3h 22m,2h 10m
Moose Factory,20,134262.2,37h 18m,37h 18m,35h 29m,34h 02m,32h 39m,31h 12m,30h 00m,28h 47m,27h 34m,26h 28m,25h 15m,23h 51m,22h 15m,20h 35m,18h 31m,16h 14m,13h 45m,10h 38m,8h 33m
Moose Jaw,20,103913.3,28h 52m,28h 52m,26h 58m,25h 18m,23h 29m,21h 37m,19h 32m,17h 37m,16h 10m,14h 45m,13h 15m,11h 35m,9h 56m,8h 28m,6h 46m,5h 35m,4h 46m,3h 45m,2h 31m
Moose Lake,20,105574.2,29h 20m,29h 20m,27h 51m,26h 38m,25h 20m,24h 01m,22h 33m,20h 55m,19h 32m,18h 07m,16h 50m,15h 28m,14h 19m,13h 07m,11h 36m,9h 46m,7h 52m,5h 56m,3h 05m
