from_name,to_region,straight_distance_km,road_distance_km,road_time_sec,road_time_hours,road_time_h_m,end_lat,end_lon
100 Mile House,British Columbia,0.0,0.0,0.0,0.000,0h 00m,51.6498200,-121.2859400
100 Mile House,Alberta,235.4,427.9,20285.8,5.635,5h 38m,52.8879682,-118.4788279
100 Mile House,Saskatchewan,784.8,1065.9,48687.4,13.524,13h 31m,53.2775565,-109.9996962
100 Mile House,Northwest Territories,934.1,1314.3,62376.0,17.327,17h 20m,60.0001172,-122.9329390
100 Mile House,Yukon,949.5,1358.7,65677.3,18.244,18h 15m,60.0521884,-124.0168627
100 Mile House,Manitoba,1334.3,1680.4,77837.1,21.621,21h 37m,52.8316148,-101.7236824
100 Mile House,Ontario,1842.6,2309.2,102633.1,28.509,28h 31m,49.7387412,-95.1576564
100 Mile House,Nunavut,1626.0,2433.0,122472.1,34.020,34h 01m,65.0116609,-109.7209871
100 Mile House,Québec,2958.5,3718.5,175290.7,48.692,48h 42m,48.5258748,-79.5235351
100 Mile House,New Brunswick,3739.3,4915.5,234631.9,65.176,65h 11m,47.3638255,-68.7634296
100 Mile House,Nova Scotia,4121.4,5459.3,257648.2,71.569,71h 34m,45.8552499,-64.2612054
100 Mile House,Prince Edward Island,4134.9,5501.5,259845.2,72.179,72h 11m,46.1915229,-63.7772032
100 Mile House,Newfoundland and Labrador,3598.9,5462.2,272812.5,75.781,75h 47m,52.8193711,-67.1766909
100 Mile House,Quebec,4196.8,5793.2,286036.0,79.454,79h 27m,47.3812400,-61.8550470
100 Mile House,Newfoundland,4363.4,6053.6,301361.2,83.711,83h 43m,47.5796060,-59.1415050
Fort St. James,British Columbia,0.0,0.0,0.0,0.000,0h 00m,54.4559700,-124.2627500
Fort St. James,Alberta,418.8,509.1,25033.0,6.954,6h 57m,52.8879682,-118.4788279
Fort St. James,Saskatchewan,942.7,1147.2,53434.6,14.843,14h 51m,53.2775565,-109.9996962
Fort St. James,Northwest Territories,621.6,1144.9,54870.9,15.242,15h 15m,60.0001172,-122.9329390
Fort St. James,Yukon,622.4,1189.3,58172.2,16.159,16h 10m,60.0521884,-124.0168627
Fort St. James,Manitoba,1490.1,1761.6,82584.3,22.940,22h 56m,52.8316148,-101.7236824
Fort St. James,Ontario,2040.0,2419.2,107998.4,30.000,30h 00m,49.7387412,-95.1576564
Fort St. James,Nunavut,1421.5,2263.7,114967.0,31.935,31h 56m,65.0116609,-109.7209871
Fort St. James,Québec,3111.1,3828.5,180656.0,50.182,50h 11m,48.5258748,-79.5235351
Fort St. James,New Brunswick,3864.3,5025.5,239997.2,66.666,66h 40m,47.3638255,-68.7634296
Fort St. James,Nova Scotia,4243.0,5569.3,263013.5,73.059,73h 04m,45.8552499,-64.2612054
Fort St. James,Prince Edward Island,4251.9,5611.5,265210.5,73.670,73h 40m,46.1915229,-63.7772032
Fort St. James,Newfoundland and Labrador,3663.5,5572.2,278177.8,77.272,77h 16m,52.8193711,-67.1766909
Fort St. James,Quebec,4296.6,5903.2,291401.3,80.945,80h 57m,47.3812400,-61.8550470
Fort St. James,Newfoundland,4451.8,6163.6,306726.5,85.202,85h 12m,47.5796060,-59.1415050
Abbotsford,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.0579800,-122.2525700
Abbotsford,Alberta,501.0,696.9,30615.2,8.504,8h 30m,52.8879682,-118.4788279
Abbotsford,Saskatchewan,889.3,1247.0,56290.6,15.636,15h 38m,49.9572345,-110.0001418
Abbotsford,Northwest Territories,1262.6,1778.8,79957.3,22.210,22h 13m,60.0021112,-116.9810185
Abbotsford,Manitoba,1498.7,1897.6,83161.1,23.100,23h 06m,50.0635549,-101.4635773
Abbotsford,Yukon,1227.7,1744.5,84341.3,23.428,23h 26m,60.0521884,-124.0168627
Abbotsford,Ontario,1951.5,2395.4,105052.8,29.181,29h 11m,49.7387412,-95.1576564
Abbotsford,Nunavut,1920.9,2798.3,137019.0,38.061,38h 04m,65.0116609,-109.7209871
Abbotsford,Québec,3088.7,3804.6,177710.4,49.364,49h 22m,48.5258748,-79.5235351
Abbotsford,New Brunswick,3884.7,5001.6,237051.6,65.848,65h 51m,47.3638255,-68.7634296
Abbotsford,Nova Scotia,4267.2,5545.4,260067.9,72.241,72h 14m,45.8552499,-64.2612054
Abbotsford,Prince Edward Island,4284.1,5587.7,262264.9,72.851,72h 51m,46.1915229,-63.7772032
Abbotsford,Newfoundland and Labrador,3786.2,5548.4,275232.2,76.453,76h 27m,52.8193711,-67.1766909
Abbotsford,Quebec,4357.8,5879.4,288455.7,80.127,80h 08m,47.3812400,-61.8550470
Abbotsford,Newfoundland,4531.4,6139.8,303780.9,84.384,84h 23m,47.5796060,-59.1415050
Aberdeen,British Columbia,0.0,0.0,0.0,0.000,0h 00m,50.6500000,-120.3666700
Aberdeen,Alberta,280.7,419.0,19288.2,5.358,5h 21m,52.8879682,-118.4788279
Aberdeen,Saskatchewan,739.7,969.1,44963.6,12.490,12h 29m,49.9572345,-110.0001418
Aberdeen,Northwest Territories,1061.4,1500.9,68630.3,19.064,19h 04m,60.0021112,-116.9810185
Aberdeen,Manitoba,1339.0,1619.7,71834.1,19.954,19h 57m,50.0635549,-101.4635773
Aberdeen,Yukon,1070.2,1549.8,74593.0,20.720,20h 43m,60.0521884,-124.0168627
Aberdeen,Ontario,1788.7,2117.5,93725.8,26.035,26h 02m,49.7387412,-95.1576564
Aberdeen,Nunavut,1711.3,2520.4,125692.0,34.914,34h 55m,65.0116609,-109.7209871
Aberdeen,Québec,2916.1,3526.7,166383.4,46.218,46h 13m,48.5258748,-79.5235351
Aberdeen,New Brunswick,3704.8,4723.7,225724.6,62.701,62h 42m,47.3638255,-68.7634296
Aberdeen,Nova Scotia,4087.4,5267.5,248740.9,69.095,69h 06m,45.8552499,-64.2612054
Aberdeen,Prince Edward Island,4102.5,5309.8,250937.9,69.705,69h 42m,46.1915229,-63.7772032
Aberdeen,Newfoundland and Labrador,3586.5,5270.5,263905.2,73.307,73h 18m,52.8193711,-67.1766909
Aberdeen,Quebec,4170.4,5601.5,277128.7,76.980,76h 59m,47.3812400,-61.8550470
Aberdeen,Newfoundland,4340.7,5861.9,292453.9,81.237,81h 14m,47.5796060,-59.1415050
Acadia,Alberta,0.0,0.0,0.0,0.000,0h 00m,50.9717200,-114.0568800
Acadia,British Columbia,142.0,174.4,8332.2,2.315,2h 19m,51.2338510,-116.0468202
Acadia,Saskatchewan,308.5,336.9,14819.1,4.116,4h 07m,49.9572345,-110.0001418
Acadia,Manitoba,895.0,987.5,41689.6,11.580,11h 35m,50.0635549,-101.4635773
Acadia,Northwest Territories,1020.6,1232.1,55263.1,15.351,15h 21m,60.0021112,-116.9810185
Acadia,Ontario,1344.1,1485.3,63581.3,17.661,17h 40m,49.7387412,-95.1576564
Acadia,Yukon,1185.8,1515.9,71105.4,19.752,19h 45m,60.0521884,-124.0168627
Acadia,Nunavut,1581.0,2251.7,112324.8,31.201,31h 12m,65.0116609,-109.7209871
Acadia,Québec,2473.0,2894.6,136238.9,37.844,37h 51m,48.5258748,-79.5235351
Acadia,New Brunswick,3264.9,4091.6,195580.1,54.328,54h 20m,47.3638255,-68.7634296
Acadia,Nova Scotia,3647.4,4635.4,218596.4,60.721,60h 43m,45.8552499,-64.2612054
Acadia,Prince Edward Island,3663.5,4677.6,220793.4,61.331,61h 20m,46.1915229,-63.7772032
Acadia,Newfoundland and Labrador,3166.0,4638.3,233760.7,64.934,64h 56m,52.8193711,-67.1766909
Acadia,Quebec,3735.5,4969.3,246984.2,68.607,68h 36m,47.3812400,-61.8550470
Acadia,Newfoundland,3908.7,5229.8,262309.4,72.864,72h 52m,47.5796060,-59.1415050
Acton,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.6296900,-80.0414900
Acton,Québec,321.1,429.6,20467.1,5.685,5h 41m,46.3645273,-78.7301929
Acton,New Brunswick,970.9,1110.0,50148.7,13.930,13h 56m,47.3638255,-68.7634296
Acton,Nova Scotia,1268.4,1653.8,73165.0,20.324,20h 19m,45.8552499,-64.2612054
Acton,Prince Edward Island,1309.6,1696.1,75362.0,20.934,20h 56m,46.1915229,-63.7772032
Acton,Newfoundland and Labrador,1393.2,1820.6,92565.3,25.713,25h 43m,52.8193711,-67.1766909
Acton,Manitoba,1334.6,1951.8,98429.8,27.342,27h 20m,49.7400068,-95.1551137
Acton,Quebec,1473.5,1987.8,101552.8,28.209,28h 13m,47.3812400,-61.8550470
Acton,Newfoundland,1678.4,2248.2,116878.0,32.466,32h 28m,47.5796060,-59.1415050
Acton,Saskatchewan,1763.4,2444.0,120101.4,33.361,33h 22m,49.8424563,-101.4441181
Acton,Alberta,2368.5,3102.9,147053.3,40.848,40h 51m,49.9577834,-110.0001320
Acton,British Columbia,2654.7,3457.7,164469.1,45.686,45h 41m,49.0355662,-114.0394431
Acton,Northwest Territories,3060.6,4373.7,204683.9,56.857,56h 51m,60.0021112,-116.9810185
Acton,Yukon,3438.0,4715.0,221737.0,61.594,61h 36m,60.0521884,-124.0168627
Acton,Nunavut,3001.6,5393.3,261745.6,72.707,72h 42m,65.0116609,-109.7209871
Acton Vale,Quebec,0.0,0.0,0.0,0.000,0h 00m,45.6500700,-72.5658200
Acton Vale,Ontario,143.3,167.6,8367.4,2.324,2h 19m,45.5419600,-74.4007356
Acton Vale,Québec,143.3,167.6,8367.4,2.324,2h 19m,45.5419600,-74.4007356
Acton Vale,New Brunswick,347.8,439.3,21084.2,5.857,5h 51m,47.3638255,-68.7634296
Acton Vale,Nova Scotia,644.4,983.1,44100.5,12.250,12h 15m,45.8552499,-64.2612054
Acton Vale,Prince Edward Island,682.1,1025.4,46297.5,12.860,12h 52m,46.1915229,-63.7772032
Acton Vale,Newfoundland and Labrador,887.4,1149.9,63500.8,17.639,17h 38m,52.8193711,-67.1766909
Acton Vale,Newfoundland,1046.1,1577.5,87813.5,24.393,24h 24m,47.5796060,-59.1415050
Acton Vale,Manitoba,1743.3,2195.4,112739.9,31.317,31h 19m,49.7400068,-95.1551137
Acton Vale,Saskatchewan,2194.4,2687.6,134411.5,37.337,37h 20m,49.8424563,-101.4441181
Acton Vale,Alberta,2806.2,3346.4,161363.4,44.823,44h 49m,49.9577834,-110.0001320
Acton Vale,British Columbia,3108.1,3701.2,178779.2,49.661,49h 40m,49.0355662,-114.0394431
Acton Vale,Northwest Territories,3298.6,4617.3,218994.0,60.832,60h 50m,60.0021112,-116.9810185
Acton Vale,Yukon,3688.0,4958.6,236047.1,65.569,65h 34m,60.0521884,-124.0168627
Acton Vale,Nunavut,3105.9,5636.8,276055.7,76.682,76h 41m,65.0116609,-109.7209871
Adstock,Quebec,0.0,0.0,0.0,0.000,0h 00m,46.0500700,-71.0823500
Adstock,Ontario,263.4,328.3,16435.4,4.565,4h 34m,45.5419600,-74.4007356
Adstock,Québec,263.4,328.3,16435.4,4.565,4h 34m,45.5419600,-74.4007356
Adstock,New Brunswick,229.3,354.0,18490.1,5.136,5h 08m,47.3638255,-68.7634296
Adstock,Nova Scotia,527.6,897.8,41506.4,11.530,11h 32m,45.8552499,-64.2612054
Adstock,Prince Edward Island,563.1,940.0,43703.4,12.140,12h 08m,46.1915229,-63.7772032
Adstock,Newfoundland and Labrador,803.6,1080.5,60942.0,16.928,16h 56m,52.8193711,-67.1766909
Adstock,Newfoundland,923.5,1492.2,85219.4,23.672,23h 40m,47.5796060,-59.1415050
Adstock,Manitoba,1832.5,2356.0,120807.9,33.558,33h 33m,49.7400068,-95.1551137
Adstock,Saskatchewan,2284.0,2848.2,142479.5,39.578,39h 35m,49.8424563,-101.4441181
Adstock,Alberta,2894.3,3507.1,169431.4,47.064,47h 04m,49.9577834,-110.0001320
Adstock,British Columbia,3198.0,3861.9,186847.2,51.902,51h 54m,49.0355662,-114.0394431
Adstock,Northwest Territories,3349.0,4777.9,227062.0,63.073,63h 04m,60.0021112,-116.9810185
Adstock,Yukon,3739.3,5119.2,244115.1,67.810,67h 49m,60.0521884,-124.0168627
Adstock,Nunavut,3132.2,5797.5,284123.7,78.923,78h 55m,65.0116609,-109.7209871
Agassiz,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2329800,-121.7692600
Agassiz,Alberta,466.8,658.9,28798.7,8.000,8h 00m,52.8879682,-118.4788279
Agassiz,Saskatchewan,851.2,1209.0,54474.1,15.132,15h 08m,49.9572345,-110.0001418
Agassiz,Northwest Territories,1235.7,1740.8,78140.8,21.706,21h 42m,60.0021112,-116.9810185
Agassiz,Manitoba,1460.3,1859.6,81344.6,22.596,22h 36m,50.0635549,-101.4635773
Agassiz,Yukon,1211.5,1691.8,81973.5,22.770,22h 46m,60.0521884,-124.0168627
Agassiz,Ontario,1913.1,2357.4,103236.3,28.677,28h 41m,49.7387412,-95.1576564
Agassiz,Nunavut,1891.7,2760.3,135202.5,37.556,37h 33m,65.0116609,-109.7209871
Agassiz,Québec,3049.7,3766.6,175893.9,48.859,48h 52m,48.5258748,-79.5235351
Agassiz,New Brunswick,3845.3,4963.6,235235.1,65.343,65h 21m,47.3638255,-68.7634296
Agassiz,Nova Scotia,4227.8,5507.4,258251.4,71.736,71h 44m,45.8552499,-64.2612054
Agassiz,Prince Edward Island,4244.6,5549.7,260448.4,72.347,72h 21m,46.1915229,-63.7772032
Agassiz,Newfoundland and Labrador,3746.1,5510.4,273415.7,75.949,75h 57m,52.8193711,-67.1766909
Agassiz,Quebec,4318.0,5841.4,286639.2,79.622,79h 37m,47.3812400,-61.8550470
Agassiz,Newfoundland,4491.4,6101.8,301964.4,83.879,83h 53m,47.5796060,-59.1415050
Agincourt North,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.8041800,-79.2752800
Agincourt North,Québec,330.7,427.8,18819.1,5.228,5h 14m,45.4054677,-75.7550402
Agincourt North,New Brunswick,907.8,1036.1,46814.2,13.004,13h 00m,47.3638255,-68.7634296
Agincourt North,Nova Scotia,1203.9,1579.9,69830.5,19.397,19h 24m,45.8552499,-64.2612054
Agincourt North,Prince Edward Island,1245.0,1622.1,72027.5,20.008,20h 00m,46.1915229,-63.7772032
Agincourt North,Newfoundland and Labrador,1340.1,1746.6,89230.8,24.786,24h 47m,52.8193711,-67.1766909
Agincourt North,Manitoba,1373.9,1920.4,97073.0,26.965,26h 58m,49.7400068,-95.1551137
Agincourt North,Quebec,1409.2,1913.8,98218.3,27.283,27h 17m,47.3812400,-61.8550470
Agincourt North,Newfoundland,1614.1,2174.2,113543.5,31.540,31h 32m,47.5796060,-59.1415050
Agincourt North,Saskatchewan,1807.0,2412.7,118744.6,32.985,32h 59m,49.8424563,-101.4441181
Agincourt North,Alberta,2414.1,3071.5,145696.5,40.471,40h 28m,49.9577834,-110.0001320
Agincourt North,British Columbia,2702.4,3426.3,163112.3,45.309,45h 19m,49.0355662,-114.0394431
Agincourt North,Northwest Territories,3086.2,4342.4,203327.1,56.480,56h 29m,60.0021112,-116.9810185
Agincourt North,Yukon,3465.4,4683.7,220380.2,61.217,61h 13m,60.0521884,-124.0168627
Agincourt North,Nunavut,3013.0,5361.9,260388.8,72.330,72h 20m,65.0116609,-109.7209871
Ahuntsic-Cartierville,Quebec,0.0,0.0,0.0,0.000,0h 00m,45.5666700,-73.6666700
Ahuntsic-Cartierville,Ontario,57.2,77.0,3897.5,1.083,1h 05m,45.5419600,-74.4007356
Ahuntsic-Cartierville,Québec,57.2,77.0,3897.5,1.083,1h 05m,45.5419600,-74.4007356
Ahuntsic-Cartierville,New Brunswick,425.3,506.7,24397.0,6.777,6h 47m,47.3638255,-68.7634296
Ahuntsic-Cartierville,Nova Scotia,730.6,1050.5,47413.3,13.170,13h 10m,45.8552499,-64.2612054
Ahuntsic-Cartierville,Prince Edward Island,768.2,1092.7,49610.3,13.781,13h 47m,46.1915229,-63.7772032
Ahuntsic-Cartierville,Newfoundland and Labrador,933.4,1217.3,66813.6,18.559,18h 34m,52.8193711,-67.1766909
Ahuntsic-Cartierville,Newfoundland,1130.8,1644.9,91126.3,25.313,25h 19m,47.5796060,-59.1415050
Ahuntsic-Cartierville,Manitoba,1668.5,2100.4,108026.7,30.007,30h 00m,49.7400068,-95.1551137
Ahuntsic-Cartierville,Saskatchewan,2119.1,2592.6,129698.3,36.027,36h 02m,49.8424563,-101.4441181
Ahuntsic-Cartierville,Alberta,2731.4,3251.5,156650.2,43.514,43h 31m,49.9577834,-110.0001320
Ahuntsic-Cartierville,British Columbia,3032.2,3606.3,174066.0,48.352,48h 21m,49.0355662,-114.0394431
Ahuntsic-Cartierville,Northwest Territories,3244.8,4522.3,214280.8,59.522,59h 31m,60.0021112,-116.9810185
Ahuntsic-Cartierville,Yukon,3633.5,4863.6,231333.9,64.259,64h 16m,60.0521884,-124.0168627
Ahuntsic-Cartierville,Nunavut,3067.4,5541.9,271342.5,75.373,75h 22m,65.0116609,-109.7209871
Airdrie,Alberta,0.0,0.0,0.0,0.000,0h 00m,51.3001100,-114.0352800
Airdrie,British Columbia,140.1,179.6,8804.5,2.446,2h 27m,51.2338510,-116.0468202
Airdrie,Saskatchewan,280.3,324.1,14928.1,4.147,4h 09m,51.3869656,-110.0010703
Airdrie,Manitoba,895.2,1021.0,42860.0,11.906,11h 54m,50.0635549,-101.4635773
Airdrie,Northwest Territories,984.9,1192.5,53533.1,14.870,14h 52m,60.0021112,-116.9810185
Airdrie,Ontario,1342.1,1518.8,64751.7,17.987,17h 59m,49.7387412,-95.1576564
Airdrie,Yukon,1154.3,1476.3,69375.4,19.271,19h 16m,60.0521884,-124.0168627
Airdrie,Nunavut,1544.6,2212.1,110594.8,30.721,30h 43m,65.0116609,-109.7209871
Airdrie,Québec,2467.1,2928.1,137409.3,38.169,38h 10m,48.5258748,-79.5235351
Airdrie,New Brunswick,3256.6,4125.1,196750.5,54.653,54h 39m,47.3638255,-68.7634296
Airdrie,Nova Scotia,3639.2,4668.9,219766.8,61.046,61h 03m,45.8552499,-64.2612054
Airdrie,Prince Edward Island,3654.8,4711.1,221963.8,61.657,61h 39m,46.1915229,-63.7772032
Airdrie,Newfoundland and Labrador,3150.9,4671.8,234931.1,65.259,65h 16m,52.8193711,-67.1766909
Airdrie,Quebec,3724.9,5002.8,248154.6,68.932,68h 56m,47.3812400,-61.8550470
Airdrie,Newfoundland,3897.0,5263.2,263479.8,73.189,73h 11m,47.5796060,-59.1415050
Ajax,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.8501200,-79.0328800
Ajax,Québec,311.7,402.9,17451.3,4.848,4h 51m,45.4054677,-75.7550402
Ajax,New Brunswick,888.3,1011.2,45446.4,12.624,12h 37m,47.3638255,-68.7634296
Ajax,Nova Scotia,1183.8,1555.0,68462.7,19.017,19h 01m,45.8552499,-64.2612054
Ajax,Prince Edward Island,1224.9,1597.3,70659.7,19.628,19h 38m,46.1915229,-63.7772032
Ajax,Newfoundland and Labrador,1324.3,1721.8,87863.0,24.406,24h 24m,52.8193711,-67.1766909
Ajax,Quebec,1389.2,1889.0,96850.5,26.903,26h 54m,47.3812400,-61.8550470
Ajax,Manitoba,1387.1,1910.6,97331.8,27.037,27h 02m,49.7400068,-95.1551137
Ajax,Newfoundland,1594.1,2149.4,112175.7,31.160,31h 10m,47.5796060,-59.1415050
Ajax,Saskatchewan,1821.4,2402.8,119003.4,33.056,33h 03m,49.8424563,-101.4441181
Ajax,Alberta,2429.1,3061.7,145955.3,40.543,40h 33m,49.9577834,-110.0001320
Ajax,British Columbia,2717.9,3416.5,163371.1,45.381,45h 23m,49.0355662,-114.0394431
Ajax,Northwest Territories,3095.1,4332.5,203585.9,56.552,56h 33m,60.0021112,-116.9810185
Ajax,Yukon,3474.9,4673.8,220639.0,61.289,61h 17m,60.0521884,-124.0168627
Ajax,Nunavut,3017.7,5352.1,260647.6,72.402,72h 24m,65.0116609,-109.7209871
Aklavik,Northwest Territories,0.0,0.0,0.0,0.000,0h 00m,68.2191300,-135.0107100
Aklavik,Yukon,139.5,389.8,32014.6,8.893,8h 54m,67.0499058,-136.2058742
Aklavik,British Columbia,914.6,1444.9,104031.6,28.898,28h 54m,59.9957049,-134.6677819
Aklavik,Alberta,1525.3,2746.8,168588.8,46.830,46h 50m,56.3165430,-120.0005855
Aklavik,Saskatchewan,2115.3,3584.5,203979.3,56.661,56h 40m,53.2775565,-109.9996962
Aklavik,Manitoba,2443.1,4199.0,233129.0,64.758,64h 45m,52.8316148,-101.7236824
Aklavik,Nunavut,1162.1,3725.3,243023.9,67.507,67h 30m,65.0116609,-109.7209871
Aklavik,Ontario,2978.1,4856.6,258543.1,71.818,71h 49m,49.7387412,-95.1576564
Aklavik,Québec,3712.1,6265.8,331200.7,92.000,92h 00m,48.5258748,-79.5235351
Aklavik,New Brunswick,4262.8,7462.8,390541.9,108.484,108h 29m,47.3638255,-68.7634296
Aklavik,Nova Scotia,4589.5,8006.6,413558.2,114.877,114h 53m,45.8552499,-64.2612054
Aklavik,Prince Edward Island,4577.7,8048.9,415755.2,115.488,115h 29m,46.1915229,-63.7772032
Aklavik,Newfoundland and Labrador,3832.5,8009.6,428722.5,119.090,119h 05m,52.8193711,-67.1766909
Aklavik,Quebec,4545.0,8340.6,441946.0,122.763,122h 46m,47.3812400,-61.8550470
Aklavik,Newfoundland,4637.0,8601.0,457271.2,127.020,127h 01m,47.5796060,-59.1415050
Albanel,Quebec,0.0,0.0,0.0,0.000,0h 00m,48.8832400,-72.4486700
Albanel,New Brunswick,320.2,417.9,28599.7,7.944,7h 57m,47.9262404,-68.3571823
Albanel,Québec,320.2,417.9,28599.7,7.944,7h 57m,47.9262404,-68.3571823
Albanel,Ontario,396.2,558.3,29218.0,8.116,8h 07m,45.5848958,-74.4337313
Albanel,Nova Scotia,702.0,951.6,49965.1,13.879,13h 53m,45.8552499,-64.2612054
Albanel,Prince Edward Island,715.9,993.9,52162.1,14.489,14h 29m,46.1915229,-63.7772032
Albanel,Newfoundland and Labrador,572.9,1000.9,56683.1,15.745,15h 45m,52.8193711,-67.1766909
Albanel,Newfoundland,994.9,1546.0,93678.1,26.022,26h 01m,47.5796060,-59.1415050
Albanel,Manitoba,1642.5,2177.3,115823.9,32.173,32h 10m,49.7400068,-95.1551137
Albanel,Saskatchewan,2089.4,2669.5,137495.5,38.193,38h 12m,49.8424563,-101.4441181
Albanel,Alberta,2690.2,3328.3,164447.4,45.680,45h 41m,49.9577834,-110.0001320
Albanel,British Columbia,2997.9,3683.2,181863.2,50.518,50h 31m,49.0355662,-114.0394431
Albanel,Northwest Territories,3060.5,4599.2,222078.0,61.688,61h 41m,60.0021112,-116.9810185
Albanel,Yukon,3451.2,4940.5,239131.1,66.425,66h 26m,60.0521884,-124.0168627
Albanel,Nunavut,2815.8,5618.7,279139.7,77.539,77h 32m,65.0116609,-109.7209871
Alberton,Prince Edward Island,0.0,0.0,0.0,0.000,0h 00m,46.8168500,-64.0654200
Alberton,New Brunswick,72.9,99.7,6004.6,1.668,1h 40m,46.1915229,-63.7772032
Alberton,Nova Scotia,93.2,140.5,8159.9,2.267,2h 16m,45.9785984,-64.0516226
Alberton,Québec,250.9,495.8,24568.9,6.825,6h 49m,47.9812230,-66.9209449
Alberton,Quebec,178.7,348.5,29681.6,8.245,8h 15m,47.3812400,-61.8550470
Alberton,Newfoundland,381.5,753.1,52494.3,14.582,14h 35m,47.5796060,-59.1415050
Alberton,Ontario,807.6,1262.8,58604.6,16.279,16h 17m,45.5419600,-74.4007356
Alberton,Newfoundland and Labrador,703.6,1371.6,78315.0,21.754,21h 45m,52.8193711,-67.1766909
Alberton,Manitoba,2306.6,3290.5,162977.1,45.271,45h 16m,49.7400068,-95.1551137
Alberton,Saskatchewan,2754.6,3782.7,184648.7,51.291,51h 17m,49.8424563,-101.4441181
Alberton,Alberta,3356.2,4441.6,211600.6,58.778,58h 47m,49.9577834,-110.0001320
Alberton,British Columbia,3663.9,4796.4,229016.4,63.616,63h 37m,49.0355662,-114.0394431
Alberton,Northwest Territories,3679.6,5712.5,269231.2,74.786,74h 47m,60.0021112,-116.9810185
Alberton,Yukon,4069.1,6053.8,286284.3,79.523,79h 31m,60.0521884,-124.0168627
Alberton,Nunavut,3374.5,6732.0,326292.9,90.637,90h 38m,65.0116609,-109.7209871
Albion,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.1875100,-122.5568700
Albion,Alberta,500.4,728.4,32328.2,8.980,8h 59m,52.8879682,-118.4788279
Albion,Saskatchewan,908.4,1278.4,58003.6,16.112,16h 07m,49.9572345,-110.0001418
Albion,Northwest Territories,1253.9,1810.2,81670.3,22.686,22h 41m,60.0021112,-116.9810185
Albion,Manitoba,1517.4,1929.0,84874.1,23.576,23h 35m,50.0635549,-101.4635773
Albion,Yukon,1211.7,1760.6,85963.6,23.879,23h 53m,60.0521884,-124.0168627
Albion,Ontario,1970.1,2426.8,106765.8,29.657,29h 39m,49.7387412,-95.1576564
Albion,Nunavut,1914.2,2829.7,138732.0,38.537,38h 32m,65.0116609,-109.7209871
Albion,Québec,3106.3,3836.1,179423.4,49.840,49h 50m,48.5258748,-79.5235351
Albion,New Brunswick,3901.3,5033.1,238764.6,66.323,66h 19m,47.3638255,-68.7634296
Albion,Nova Scotia,4283.8,5576.9,261780.9,72.717,72h 43m,45.8552499,-64.2612054
Albion,Prince Edward Island,4300.5,5619.1,263977.9,73.327,73h 20m,46.1915229,-63.7772032
Albion,Newfoundland and Labrador,3799.1,5579.8,276945.2,76.929,76h 56m,52.8193711,-67.1766909
Albion,Quebec,4373.2,5910.8,290168.7,80.602,80h 36m,47.3812400,-61.8550470
Albion,Newfoundland,4546.2,6171.2,305493.9,84.859,84h 52m,47.5796060,-59.1415050
Alderwood,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.6034800,-79.5460400
Alderwood,Québec,313.6,393.4,18605.3,5.168,5h 10m,46.3645273,-78.7301929
Alderwood,New Brunswick,937.7,1070.2,48139.6,13.372,13h 22m,47.3638255,-68.7634296
Alderwood,Nova Scotia,1231.1,1614.0,71155.9,19.766,19h 46m,45.8552499,-64.2612054
Alderwood,Prince Edward Island,1272.7,1656.2,73352.9,20.376,20h 23m,46.1915229,-63.7772032
Alderwood,Newfoundland and Labrador,1371.0,1780.8,90556.2,25.154,25h 09m,52.8193711,-67.1766909
Alderwood,Manitoba,1368.7,1915.6,96568.0,26.824,26h 49m,49.7400068,-95.1551137
Alderwood,Quebec,1437.9,1947.9,99543.7,27.651,27h 39m,47.3812400,-61.8550470
Alderwood,Newfoundland,1642.7,2208.3,114868.9,31.908,31h 54m,47.5796060,-59.1415050
Alderwood,Saskatchewan,1799.3,2407.8,118239.6,32.844,32h 51m,49.8424563,-101.4441181
Alderwood,Alberta,2405.2,3066.6,145191.5,40.331,40h 20m,49.9577834,-110.0001320
Alderwood,British Columbia,2692.1,3421.5,162607.3,45.169,45h 10m,49.0355662,-114.0394431
Alderwood,Northwest Territories,3088.8,4337.5,202822.1,56.339,56h 20m,60.0021112,-116.9810185
Alderwood,Yukon,3467.1,4678.8,219875.2,61.076,61h 05m,60.0521884,-124.0168627
Alderwood,Nunavut,3022.6,5357.0,259883.8,72.190,72h 11m,65.0116609,-109.7209871
Aldouane,New Brunswick,0.0,0.0,0.0,0.000,0h 00m,46.6334300,-65.0654400
Aldouane,Nova Scotia,106.4,140.4,6502.7,1.806,1h 48m,45.8552499,-64.2612054
Aldouane,Prince Edward Island,110.3,155.1,7537.2,2.094,2h 06m,46.1915229,-63.7772032
Aldouane,Québec,205.0,268.4,12984.6,3.607,3h 36m,47.9812230,-66.9209449
Aldouane,Quebec,257.2,446.8,33728.0,9.369,9h 22m,47.3812400,-61.8550470
Aldouane,Ontario,729.6,970.0,48434.1,13.454,13h 27m,45.5419600,-74.4007356
