from_name,to_region,straight_distance_km,road_distance_km,road_time_sec,road_time_hours,road_time_h_m,end_lat,end_lon
Brossard,Yukon,3653.7,4885.3,232601.4,64.611,64h 37m,60.0521884,-124.0168627
Brossard,Nunavut,3086.8,5563.6,272610.0,75.725,75h 43m,65.0116609,-109.7209871
Brownsburg-Chatham,Quebec,0.0,0.0,0.0,0.000,0h 00m,45.6834200,-74.4159000
Brownsburg-Chatham,Ontario,11.0,12.1,1081.0,0.300,0h 18m,45.5848958,-74.4337313
Brownsburg-Chatham,Québec,11.0,12.1,1081.0,0.300,0h 18m,45.5848958,-74.4337313
Brownsburg-Chatham,New Brunswick,471.0,585.7,27892.6,7.748,7h 45m,47.3638255,-68.7634296
Brownsburg-Chatham,Nova Scotia,787.3,1129.5,50908.9,14.141,14h 08m,45.8552499,-64.2612054
Brownsburg-Chatham,Prince Edward Island,824.0,1171.7,53105.9,14.752,14h 45m,46.1915229,-63.7772032
Brownsburg-Chatham,Newfoundland and Labrador,950.6,1288.6,69794.7,19.387,19h 23m,52.8193711,-67.1766909
Brownsburg-Chatham,Newfoundland,1183.2,1723.8,94621.9,26.284,26h 17m,47.5796060,-59.1415050
Brownsburg-Chatham,Manitoba,1610.0,2055.8,107030.3,29.731,29h 44m,49.7400068,-95.1551137
Brownsburg-Chatham,Saskatchewan,2060.4,2548.0,128701.9,35.751,35h 45m,49.8424563,-101.4441181
Brownsburg-Chatham,Alberta,2672.7,3206.8,155653.8,43.237,43h 14m,49.9577834,-110.0001320
Brownsburg-Chatham,British Columbia,2973.3,3561.7,173069.6,48.075,48h 04m,49.0355662,-114.0394431
Brownsburg-Chatham,Northwest Territories,3194.6,4477.7,213284.4,59.246,59h 15m,60.0021112,-116.9810185
Brownsburg-Chatham,Yukon,3582.9,4819.0,230337.5,63.983,63h 59m,60.0521884,-124.0168627
Brownsburg-Chatham,Nunavut,3025.3,5497.2,270346.1,75.096,75h 06m,65.0116609,-109.7209871
Bruno,Saskatchewan,0.0,0.0,0.0,0.000,0h 00m,52.2667600,-105.5178300
Bruno,Manitoba,276.8,296.6,14158.6,3.933,3h 56m,51.6363041,-101.6101600
Bruno,Alberta,321.7,365.7,16057.8,4.460,4h 28m,53.2789107,-109.9981967
Bruno,British Columbia,733.2,865.3,39983.7,11.107,11h 06m,51.2338510,-116.0468202
Bruno,Ontario,776.7,892.7,41027.8,11.397,11h 24m,49.7387412,-95.1576564
Bruno,Northwest Territories,1112.3,1516.1,68044.1,18.901,18h 54m,60.0021112,-116.9810185
Bruno,Yukon,1427.7,1857.4,85097.2,23.638,23h 38m,60.0521884,-124.0168627
Bruno,Québec,1878.0,2302.0,113685.4,31.579,31h 35m,48.5258748,-79.5235351
Bruno,Nunavut,1437.1,2535.6,125105.8,34.752,34h 45m,65.0116609,-109.7209871
Bruno,New Brunswick,2662.5,3499.0,173026.6,48.063,48h 04m,47.3638255,-68.7634296
Bruno,Nova Scotia,3045.0,4042.8,196042.9,54.456,54h 27m,45.8552499,-64.2612054
Bruno,Prince Edward Island,3060.1,4085.0,198239.9,55.067,55h 04m,46.1915229,-63.7772032
Bruno,Newfoundland and Labrador,2562.6,4045.7,211207.2,58.669,58h 40m,52.8193711,-67.1766909
Bruno,Quebec,3129.6,4376.8,224430.7,62.342,62h 21m,47.3812400,-61.8550470
Bruno,Newfoundland,3302.3,4637.2,239755.9,66.599,66h 36m,47.5796060,-59.1415050
Brussels,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.7431600,-81.2499800
Brussels,Québec,352.3,470.8,24452.8,6.792,6h 48m,46.3645273,-78.7301929
Brussels,New Brunswick,1050.8,1221.2,56307.4,15.641,15h 38m,47.3638255,-68.7634296
Brussels,Nova Scotia,1358.2,1765.0,79323.7,22.034,22h 02m,45.8552499,-64.2612054
Brussels,Prince Edward Island,1398.3,1807.2,81520.7,22.645,22h 39m,46.1915229,-63.7772032
Brussels,Newfoundland and Labrador,1445.4,1931.7,98724.0,27.423,27h 25m,52.8193711,-67.1766909
Brussels,Manitoba,1249.0,1820.5,100102.0,27.806,27h 48m,49.7400068,-95.1551137
Brussels,Quebec,1558.6,2098.9,107711.5,29.920,29h 55m,47.3812400,-61.8550470
Brussels,Saskatchewan,1673.5,2312.7,121773.6,33.826,33h 50m,49.8424563,-101.4441181
Brussels,Newfoundland,1763.7,2359.3,123036.7,34.177,34h 11m,47.5796060,-59.1415050
Brussels,Alberta,2276.7,2971.5,148725.5,41.313,41h 19m,49.9577834,-110.0001320
Brussels,British Columbia,2561.3,3326.3,166141.3,46.150,46h 09m,49.0355662,-114.0394431
Brussels,Northwest Territories,2988.1,4242.4,206356.1,57.321,57h 19m,60.0021112,-116.9810185
Brussels,Yukon,3363.2,4583.7,223409.2,62.058,62h 03m,60.0521884,-124.0168627
Brussels,Nunavut,2946.0,5261.9,263417.8,73.172,73h 10m,65.0116609,-109.7209871
Buffalo Narrows,Saskatchewan,0.0,0.0,0.0,0.000,0h 00m,55.8608600,-108.4790000
Buffalo Narrows,Alberta,105.5,143.6,9811.6,2.725,2h 44m,56.2821773,-110.0016036
Buffalo Narrows,Manitoba,552.0,706.5,34275.9,9.521,9h 31m,52.8316148,-101.7236824
Buffalo Narrows,British Columbia,726.2,1063.9,48891.2,13.581,13h 35m,52.8879682,-118.4788279
Buffalo Narrows,Northwest Territories,501.3,722.0,55169.4,15.325,15h 19m,59.9998557,-111.8497002
Buffalo Narrows,Ontario,1121.8,1406.1,65495.7,18.193,18h 12m,49.7387412,-95.1576564
Buffalo Narrows,Yukon,1025.0,1711.3,86763.3,24.101,24h 06m,60.0521884,-124.0168627
Buffalo Narrows,Nunavut,1019.8,2352.8,123166.8,34.213,34h 13m,65.0116609,-109.7209871
Buffalo Narrows,Québec,2115.9,2815.4,138153.3,38.376,38h 23m,48.5258748,-79.5235351
Buffalo Narrows,New Brunswick,2854.4,4012.4,197494.5,54.860,54h 52m,47.3638255,-68.7634296
Buffalo Narrows,Nova Scotia,3232.0,4556.2,220510.8,61.253,61h 15m,45.8552499,-64.2612054
Buffalo Narrows,Prince Edward Island,3240.2,4598.4,222707.8,61.863,61h 52m,46.1915229,-63.7772032
Buffalo Narrows,Newfoundland and Labrador,2658.0,4559.1,235675.1,65.465,65h 28m,52.8193711,-67.1766909
Buffalo Narrows,Quebec,3284.3,4890.1,248898.6,69.139,69h 08m,47.3812400,-61.8550470
Buffalo Narrows,Newfoundland,3440.7,5150.6,264223.8,73.395,73h 24m,47.5796060,-59.1415050
Burford,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.1029200,-80.4286900
Burford,Québec,386.7,496.1,23330.9,6.481,6h 29m,46.3645273,-78.7301929
Burford,New Brunswick,1027.6,1173.0,52865.2,14.685,14h 41m,47.3638255,-68.7634296
Burford,Nova Scotia,1316.2,1716.7,75881.5,21.078,21h 05m,45.8552499,-64.2612054
Burford,Prince Edward Island,1358.5,1759.0,78078.5,21.688,21h 41m,46.1915229,-63.7772032
Burford,Newfoundland and Labrador,1458.6,1883.5,95281.8,26.467,26h 28m,52.8193711,-67.1766909
Burford,Manitoba,1345.0,2018.3,101293.6,28.137,28h 08m,49.7400068,-95.1551137
Burford,Quebec,1525.7,2050.7,104269.3,28.964,28h 58m,47.3812400,-61.8550470
Burford,Newfoundland,1730.3,2311.1,119594.5,33.221,33h 13m,47.5796060,-59.1415050
Burford,Saskatchewan,1767.3,2510.6,122965.2,34.157,34h 09m,49.8424563,-101.4441181
Burford,Alberta,2368.9,3169.4,149917.1,41.644,41h 39m,49.9577834,-110.0001320
Burford,British Columbia,2651.8,3524.2,167332.9,46.481,46h 29m,49.0355662,-114.0394431
Burford,Northwest Territories,3085.2,4440.3,207547.7,57.652,57h 39m,60.0021112,-116.9810185
Burford,Yukon,3460.5,4781.6,224600.8,62.389,62h 23m,60.0521884,-124.0168627
Burford,Nunavut,3039.4,5459.8,264609.4,73.503,73h 30m,65.0116609,-109.7209871
Burgeo,Newfoundland and Labrador,0.0,0.0,0.0,0.000,0h 00m,47.6166800,-57.6151600
Burgeo,Newfoundland,114.5,305.2,15281.8,4.245,4h 15m,47.5796060,-59.1415050
Burgeo,Quebec,423.8,593.5,32607.5,9.058,9h 03m,51.4157310,-57.1521230
Burgeo,Québec,424.6,599.1,32879.4,9.133,9h 08m,51.4204587,-57.0984955
Burgeo,Nova Scotia,253.6,482.8,40485.0,11.246,11h 15m,46.2106350,-60.2437160
Burgeo,Prince Edward Island,432.3,783.9,57612.6,16.003,16h 00m,45.9542230,-62.7487480
Burgeo,New Brunswick,542.7,899.4,58916.7,16.366,16h 22m,45.8546347,-64.2589450
Burgeo,Ontario,1300.8,2021.6,109378.4,30.383,30h 23m,45.5419600,-74.4007356
Burgeo,Manitoba,2737.4,4049.3,213750.9,59.375,59h 23m,49.7400068,-95.1551137
Burgeo,Saskatchewan,3178.1,4541.6,235422.5,65.395,65h 24m,49.8424563,-101.4441181
Burgeo,Alberta,3767.5,5200.4,262374.4,72.882,72h 53m,49.9577834,-110.0001320
Burgeo,British Columbia,4076.6,5555.2,279790.2,77.719,77h 43m,49.0355662,-114.0394431
Burgeo,Northwest Territories,3976.7,6471.3,320005.0,88.890,88h 53m,60.0021112,-116.9810185
Burgeo,Yukon,4360.9,6812.6,337058.1,93.627,93h 38m,60.0521884,-124.0168627
Burgeo,Nunavut,3601.8,7490.8,377066.7,104.741,104h 44m,65.0116609,-109.7209871
Burkeville,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.1833300,-123.1500000
Burkeville,Alberta,525.5,771.8,34594.7,9.610,9h 37m,52.8879682,-118.4788279
Burkeville,Saskatchewan,950.9,1321.9,60270.1,16.742,16h 45m,49.9572345,-110.0001418
Burkeville,Northwest Territories,1265.6,1853.6,83936.8,23.316,23h 19m,60.0021112,-116.9810185
Burkeville,Manitoba,1559.7,1972.4,87140.6,24.206,24h 12m,50.0635549,-101.4635773
Burkeville,Yukon,1209.8,1819.4,88320.8,24.534,24h 32m,60.0521884,-124.0168627
Burkeville,Ontario,2012.3,2470.2,109032.3,30.287,30h 17m,49.7387412,-95.1576564
Burkeville,Nunavut,1928.5,2873.2,140998.5,39.166,39h 10m,65.0116609,-109.7209871
Burkeville,Québec,3148.0,3879.5,181689.9,50.469,50h 28m,48.5258748,-79.5235351
Burkeville,New Brunswick,3942.4,5076.5,241031.1,66.953,66h 57m,47.3638255,-68.7634296
Burkeville,Nova Scotia,4325.0,5620.3,264047.4,73.347,73h 21m,45.8552499,-64.2612054
Burkeville,Prince Edward Island,4341.4,5662.5,266244.4,73.957,73h 57m,46.1915229,-63.7772032
Burkeville,Newfoundland and Labrador,3837.5,5623.2,279211.7,77.559,77h 34m,52.8193711,-67.1766909
Burkeville,Quebec,4413.5,5954.3,292435.2,81.232,81h 14m,47.3812400,-61.8550470
Burkeville,Newfoundland,4586.1,6214.7,307760.4,85.489,85h 29m,47.5796060,-59.1415050
Burlington,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.3862100,-79.8371300
Burlington,Québec,342.5,428.1,20225.1,5.618,5h 37m,46.3645273,-78.7301929
Burlington,New Brunswick,970.3,1104.9,49759.4,13.822,13h 49m,47.3638255,-68.7634296
Burlington,Nova Scotia,1260.8,1648.7,72775.7,20.215,20h 13m,45.8552499,-64.2612054
Burlington,Prince Edward Island,1302.7,1690.9,74972.7,20.826,20h 50m,46.1915229,-63.7772032
Burlington,Newfoundland and Labrador,1404.5,1815.5,92176.0,25.604,25h 36m,52.8193711,-67.1766909
Burlington,Manitoba,1363.9,1950.3,98187.8,27.274,27h 16m,49.7400068,-95.1551137
Burlington,Quebec,1469.0,1982.7,101163.5,28.101,28h 06m,47.3812400,-61.8550470
Burlington,Newfoundland,1673.8,2243.1,116488.7,32.358,32h 21m,47.5796060,-59.1415050
Burlington,Saskatchewan,1791.5,2442.5,119859.4,33.294,33h 18m,49.8424563,-101.4441181
Burlington,Alberta,2395.8,3101.4,146811.3,40.781,40h 47m,49.9577834,-110.0001320
Burlington,British Columbia,2681.2,3456.2,164227.1,45.619,45h 37m,49.0355662,-114.0394431
Burlington,Northwest Territories,3091.9,4372.2,204441.9,56.789,56h 47m,60.0021112,-116.9810185
Burlington,Yukon,3469.1,4713.5,221495.0,61.526,61h 32m,60.0521884,-124.0168627
Burlington,Nunavut,3033.2,5391.8,261503.6,72.640,72h 38m,65.0116609,-109.7209871
Burnaby,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2663600,-122.9526300
Burnaby,Alberta,509.6,755.9,33248.5,9.236,9h 14m,52.8879682,-118.4788279
Burnaby,Saskatchewan,935.2,1305.9,58923.9,16.368,16h 22m,49.9572345,-110.0001418
Burnaby,Northwest Territories,1252.9,1837.7,82590.6,22.942,22h 57m,60.0021112,-116.9810185
Burnaby,Manitoba,1543.8,1956.5,85794.4,23.832,23h 50m,50.0635549,-101.4635773
Burnaby,Yukon,1201.2,1803.5,86974.6,24.160,24h 10m,60.0521884,-124.0168627
Burnaby,Ontario,1996.3,2454.3,107686.1,29.913,29h 55m,49.7387412,-95.1576564
Burnaby,Nunavut,1915.1,2857.3,139652.3,38.792,38h 48m,65.0116609,-109.7209871
Burnaby,Québec,3131.7,3863.6,180343.7,50.095,50h 06m,48.5258748,-79.5235351
Burnaby,New Brunswick,3925.9,5060.6,239684.9,66.579,66h 35m,47.3638255,-68.7634296
Burnaby,Nova Scotia,4308.5,5604.4,262701.2,72.973,72h 58m,45.8552499,-64.2612054
Burnaby,Prince Edward Island,4324.9,5646.6,264898.2,73.583,73h 35m,46.1915229,-63.7772032
Burnaby,Newfoundland and Labrador,3820.5,5607.3,277865.5,77.185,77h 11m,52.8193711,-67.1766909
Burnaby,Quebec,4396.8,5938.3,291089.0,80.858,80h 51m,47.3812400,-61.8550470
Burnaby,Newfoundland,4569.3,6198.8,306414.2,85.115,85h 07m,47.5796060,-59.1415050
Burnaby Heights,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2833300,-123.0000000
Burnaby Heights,Alberta,510.1,760.9,33464.1,9.296,9h 18m,52.8879682,-118.4788279
Burnaby Heights,Saskatchewan,938.3,1311.0,59139.5,16.428,16h 26m,49.9572345,-110.0001418
Burnaby Heights,Northwest Territories,1252.0,1842.7,82806.2,23.002,23h 00m,60.0021112,-116.9810185
Burnaby Heights,Manitoba,1546.8,1961.5,86010.0,23.892,23h 53m,50.0635549,-101.4635773
Burnaby Heights,Yukon,1199.2,1808.5,87190.2,24.220,24h 13m,60.0521884,-124.0168627
Burnaby Heights,Ontario,1999.3,2459.3,107901.7,29.973,29h 58m,49.7387412,-95.1576564
Burnaby Heights,Nunavut,1914.5,2862.3,139867.9,38.852,38h 51m,65.0116609,-109.7209871
Burnaby Heights,Québec,3134.5,3868.6,180559.3,50.155,50h 09m,48.5258748,-79.5235351
Burnaby Heights,New Brunswick,3928.6,5065.6,239900.5,66.639,66h 38m,47.3638255,-68.7634296
Burnaby Heights,Nova Scotia,4311.1,5609.4,262916.8,73.032,73h 02m,45.8552499,-64.2612054
Burnaby Heights,Prince Edward Island,4327.5,5651.6,265113.8,73.643,73h 39m,46.1915229,-63.7772032
Burnaby Heights,Newfoundland and Labrador,3822.7,5612.3,278081.1,77.245,77h 15m,52.8193711,-67.1766909
Burnaby Heights,Quebec,4399.3,5943.4,291304.6,80.918,80h 55m,47.3812400,-61.8550470
Burnaby Heights,Newfoundland,4571.7,6203.8,306629.8,85.175,85h 10m,47.5796060,-59.1415050
Burns Lake,British Columbia,0.0,0.0,0.0,0.000,0h 00m,54.2297200,-125.7608400
Burns Lake,Alberta,503.3,574.4,27744.4,7.707,7h 42m,52.8879682,-118.4788279
Burns Lake,Yukon,671.5,974.7,50067.1,13.908,13h 54m,60.0003330,-129.0523419
Burns Lake,Saskatchewan,1039.4,1212.5,56146.0,15.596,15h 36m,53.2775565,-109.9996962
Burns Lake,Northwest Territories,663.8,1210.2,57582.3,15.995,16h 00m,60.0001172,-122.9329390
Burns Lake,Manitoba,1588.5,1826.9,85295.7,23.693,23h 42m,52.8316148,-101.7236824
Burns Lake,Ontario,2136.2,2484.5,110709.8,30.753,30h 45m,49.7387412,-95.1576564
Burns Lake,Nunavut,1491.2,2328.9,117678.4,32.688,32h 41m,65.0116609,-109.7209871
Burns Lake,Québec,3210.6,3893.8,183367.4,50.935,50h 56m,48.5258748,-79.5235351
Burns Lake,New Brunswick,3964.5,5090.8,242708.6,67.419,67h 25m,47.3638255,-68.7634296
Burns Lake,Nova Scotia,4343.3,5634.6,265724.9,73.812,73h 49m,45.8552499,-64.2612054
Burns Lake,Prince Edward Island,4352.2,5676.8,267921.9,74.423,74h 25m,46.1915229,-63.7772032
Burns Lake,Newfoundland and Labrador,3763.1,5637.5,280889.2,78.025,78h 01m,52.8193711,-67.1766909
Burns Lake,Quebec,4396.9,5968.5,294112.7,81.698,81h 42m,47.3812400,-61.8550470
Burns Lake,Newfoundland,4551.9,6228.9,309437.9,85.955,85h 57m,47.5796060,-59.1415050
Burquitlam,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2666700,-122.8833300
Burquitlam,Alberta,506.6,750.7,33005.7,9.168,9h 10m,52.8879682,-118.4788279
Burquitlam,Saskatchewan,930.2,1300.8,58681.1,16.300,16h 18m,49.9572345,-110.0001418
Burquitlam,Northwest Territories,1251.5,1832.6,82347.8,22.874,22h 52m,60.0021112,-116.9810185
Burquitlam,Manitoba,1538.9,1951.4,85551.6,23.764,23h 46m,50.0635549,-101.4635773
Burquitlam,Yukon,1201.5,1798.4,86731.8,24.092,24h 06m,60.0521884,-124.0168627
Burquitlam,Ontario,1991.4,2449.2,107443.3,29.845,29h 51m,49.7387412,-95.1576564
Burquitlam,Nunavut,1913.4,2852.1,139409.5,38.725,38h 43m,65.0116609,-109.7209871
Burquitlam,Québec,3126.8,3858.4,180100.9,50.028,50h 02m,48.5258748,-79.5235351
Burquitlam,New Brunswick,3921.1,5055.5,239442.1,66.512,66h 31m,47.3638255,-68.7634296
Burquitlam,Nova Scotia,4303.7,5599.2,262458.4,72.905,72h 54m,45.8552499,-64.2612054
Burquitlam,Prince Edward Island,4320.1,5641.5,264655.4,73.515,73h 31m,46.1915229,-63.7772032
Burquitlam,Newfoundland and Labrador,3816.0,5602.2,277622.7,77.117,77h 07m,52.8193711,-67.1766909
Burquitlam,Quebec,4392.1,5933.2,290846.2,80.791,80h 47m,47.3812400,-61.8550470
Burquitlam,Newfoundland,4564.6,6193.6,306171.4,85.048,85h 03m,47.5796060,-59.1415050
Cache Bay,Ontario,0.0,0.0,0.0,0.000,0h 00m,46.3667900,-79.9829700
Cache Bay,Québec,77.6,108.6,6288.5,1.747,1h 45m,46.7117592,-79.1003006
Cache Bay,New Brunswick,859.4,1097.1,52709.0,14.641,14h 38m,47.3638255,-68.7634296
Cache Bay,Nova Scotia,1211.3,1640.9,75725.3,21.035,21h 02m,45.8552499,-64.2612054
Cache Bay,Prince Edward Island,1243.4,1683.1,77922.3,21.645,21h 39m,46.1915229,-63.7772032
Cache Bay,Manitoba,1186.0,1508.0,82587.3,22.941,22h 56m,49.7400068,-95.1551137
Cache Bay,Newfoundland and Labrador,1166.2,1807.7,95125.6,26.424,26h 25m,52.8193711,-67.1766909
Cache Bay,Quebec,1379.4,1974.9,104113.1,28.920,28h 55m,47.3812400,-61.8550470
Cache Bay,Saskatchewan,1633.6,2000.2,104258.9,28.961,28h 58m,49.8424563,-101.4441181
Cache Bay,Newfoundland,1582.2,2235.3,119438.3,33.177,33h 11m,47.5796060,-59.1415050
Cache Bay,Alberta,2246.1,2659.1,131210.8,36.447,36h 27m,49.9577834,-110.0001320
Cache Bay,British Columbia,2544.1,3013.9,148626.6,41.285,41h 17m,49.0355662,-114.0394431
Cache Bay,Northwest Territories,2838.9,3929.9,188841.4,52.456,52h 27m,60.0021112,-116.9810185
Cache Bay,Yukon,3222.4,4271.2,205894.5,57.193,57h 12m,60.0521884,-124.0168627
Cache Bay,Nunavut,2737.0,4949.5,245903.1,68.306,68h 18m,65.0116609,-109.7209871
Cache Creek,British Columbia,0.0,0.0,0.0,0.000,0h 00m,50.8101100,-121.3246000
Cache Creek,Alberta,302.6,497.3,22855.8,6.349,6h 21m,52.8879682,-118.4788279
Cache Creek,Saskatchewan,807.7,1047.3,48531.2,13.481,13h 29m,49.9572345,-110.0001418
Cache Creek,Northwest Territories,1026.8,1426.2,67510.2,18.753,18h 45m,60.0001172,-122.9329390
Cache Creek,Yukon,1041.4,1470.6,70811.5,19.670,19h 40m,60.0521884,-124.0168627
Cache Creek,Manitoba,1404.8,1697.9,75401.7,20.945,20h 57m,50.0635549,-101.4635773
Cache Creek,Ontario,1853.6,2195.7,97293.4,27.026,27h 02m,49.7387412,-95.1576564
Cache Creek,Nunavut,1715.1,2545.0,127606.3,35.446,35h 27m,65.0116609,-109.7209871
Cache Creek,Québec,2978.6,3605.0,169951.0,47.209,47h 13m,48.5258748,-79.5235351
Cache Creek,New Brunswick,3765.3,4802.0,229292.2,63.692,63h 42m,47.3638255,-68.7634296
Cache Creek,Nova Scotia,4147.8,5345.8,252308.5,70.086,70h 05m,45.8552499,-64.2612054
Cache Creek,Prince Edward Island,4162.5,5388.0,254505.5,70.696,70h 42m,46.1915229,-63.7772032
Cache Creek,Newfoundland and Labrador,3640.0,5348.7,267472.8,74.298,74h 18m,52.8193711,-67.1766909
Cache Creek,Quebec,4228.6,5679.8,280696.3,77.971,77h 58m,47.3812400,-61.8550470
Cache Creek,Newfoundland,4397.8,5940.2,296021.5,82.228,82h 14m,47.5796060,-59.1415050
Cadboro Bay,British Columbia,0.0,0.0,0.0,0.000,0h 00m,48.4666700,-123.3000000
Cadboro Bay,Alberta,597.3,850.0,43024.6,11.951,11h 57m,52.8879682,-118.4788279
Cadboro Bay,Saskatchewan,978.8,1400.0,68700.0,19.083,19h 05m,49.9572345,-110.0001418
Cadboro Bay,Northwest Territories,1345.3,1931.8,92366.7,25.657,25h 39m,60.0021112,-116.9810185
Cadboro Bay,Manitoba,1588.6,2050.6,95570.5,26.547,26h 33m,50.0635549,-101.4635773
Cadboro Bay,Yukon,1289.1,1897.6,96750.7,26.875,26h 53m,60.0521884,-124.0168627
Cadboro Bay,Ontario,2041.6,2548.4,117462.2,32.628,32h 38m,49.7387412,-95.1576564
Cadboro Bay,Nunavut,2007.5,2951.4,149428.4,41.508,41h 30m,65.0116609,-109.7209871
Cadboro Bay,Québec,3180.7,3957.7,190119.8,52.811,52h 49m,48.5258748,-79.5235351
Cadboro Bay,New Brunswick,3978.5,5154.7,249461.0,69.295,69h 18m,47.3638255,-68.7634296
Cadboro Bay,Nova Scotia,4360.9,5698.5,272477.3,75.688,75h 41m,45.8552499,-64.2612054
Cadboro Bay,Prince Edward Island,4378.3,5740.7,274674.3,76.298,76h 18m,46.1915229,-63.7772032
Cadboro Bay,Newfoundland and Labrador,3885.0,5701.4,287641.6,79.900,79h 54m,52.8193711,-67.1766909
Cadboro Bay,Quebec,4453.6,6032.5,300865.1,83.574,83h 34m,47.3812400,-61.8550470
Cadboro Bay,Newfoundland,4627.9,6292.9,316190.3,87.831,87h 50m,47.5796060,-59.1415050
Caesarea,Ontario,0.0,0.0,0.0,0.000,0h 00m,44.1501200,-78.8328600
Caesarea,Québec,246.4,345.9,17649.1,4.903,4h 54m,46.3645273,-78.7301929
Caesarea,New Brunswick,858.2,1014.6,46087.3,12.802,12h 48m,47.3638255,-68.7634296
Caesarea,Nova Scotia,1159.6,1558.4,69103.6,19.195,19h 12m,45.8552499,-64.2612054
Caesarea,Prince Edward Island,1199.9,1600.6,71300.6,19.806,19h 48m,46.1915229,-63.7772032
Caesarea,Newfoundland and Labrador,1288.0,1725.1,88503.9,24.584,24h 35m,52.8193711,-67.1766909
Caesarea,Manitoba,1382.3,1891.8,96542.9,26.817,26h 49m,49.7400068,-95.1551137
Caesarea,Quebec,1362.0,1892.3,97491.4,27.081,27h 05m,47.3812400,-61.8550470
Caesarea,Newfoundland,1567.0,2152.7,112816.6,31.338,31h 20m,47.5796060,-59.1415050
Caesarea,Saskatchewan,1819.4,2384.0,118214.5,32.837,32h 50m,49.8424563,-101.4441181
Caesarea,Alberta,2428.3,3042.8,145166.4,40.324,40h 19m,49.9577834,-110.0001320
Caesarea,British Columbia,2718.7,3397.6,162582.2,45.162,45h 10m,49.0355662,-114.0394431
Caesarea,Northwest Territories,3080.7,4313.7,202797.0,56.333,56h 20m,60.0021112,-116.9810185
Caesarea,Yukon,3461.4,4655.0,219850.1,61.069,61h 04m,60.0521884,-124.0168627
Caesarea,Nunavut,2996.0,5333.2,259858.7,72.183,72h 11m,65.0116609,-109.7209871
Caledon,Ontario,0.0,0.0,0.0,0.000,0h 00m,43.8654400,-79.9932200
Caledon,Québec,295.0,383.5,18793.4,5.220,5h 13m,46.3645273,-78.7301929
Caledon,New Brunswick,955.0,1109.8,50240.4,13.956,13h 57m,47.3638255,-68.7634296
Caledon,Nova Scotia,1257.4,1653.6,73256.7,20.349,20h 21m,45.8552499,-64.2612054
Caledon,Prince Edward Island,1297.9,1695.9,75453.7,20.959,20h 58m,46.1915229,-63.7772032
Caledon,Newfoundland and Labrador,1370.3,1820.4,92657.0,25.738,25h 44m,52.8193711,-67.1766909
Caledon,Manitoba,1322.6,1905.7,96756.1,26.877,26h 53m,49.7400068,-95.1551137
Caledon,Quebec,1459.9,1987.6,101644.5,28.235,28h 14m,47.3812400,-61.8550470
Caledon,Newfoundland,1664.9,2248.0,116969.7,32.492,32h 29m,47.5796060,-59.1415050
Caledon,Saskatchewan,1753.6,2397.9,118427.7,32.897,32h 54m,49.8424563,-101.4441181
Caledon,Alberta,2359.8,3056.8,145379.6,40.383,40h 23m,49.9577834,-110.0001320
Caledon,British Columbia,2647.2,3411.6,162795.4,45.221,45h 13m,49.0355662,-114.0394431
Caledon,Northwest Territories,3043.3,4327.7,203010.2,56.392,56h 24m,60.0021112,-116.9810185
Caledon,Yukon,3421.3,4669.0,220063.3,61.129,61h 08m,60.0521884,-124.0168627
Caledon,Nunavut,2980.1,5347.2,260071.9,72.242,72h 15m,65.0116609,-109.7209871
Calgary,Alberta,0.0,0.0,0.0,0.000,0h 00m,51.0501100,-114.0852900
Calgary,British Columbia,138.4,164.9,7859.3,2.183,2h 11m,51.2338510,-116.0468202
Calgary,Saskatchewan,313.4,348.9,15164.4,4.212,4h 13m,49.9572345,-110.0001418
Calgary,Manitoba,897.2,999.5,42034.9,11.676,11h 41m,50.0635549,-101.4635773
Calgary,Northwest Territories,1011.7,1224.9,54976.2,15.271,15h 16m,60.0021112,-116.9810185
Calgary,Ontario,1345.8,1497.3,63926.6,17.757,17h 45m,49.7387412,-95.1576564
Calgary,Yukon,1177.1,1508.7,70818.5,19.672,19h 40m,60.0521884,-124.0168627
Calgary,Nunavut,1572.7,2244.4,112037.9,31.122,31h 07m,65.0116609,-109.7209871
Calgary,Québec,2473.9,2906.6,136584.2,37.940,37h 56m,48.5258748,-79.5235351
Calgary,New Brunswick,3265.2,4103.6,195925.4,54.424,54h 25m,47.3638255,-68.7634296
Calgary,Nova Scotia,3647.7,4647.4,218941.7,60.817,60h 49m,45.8552499,-64.2612054
Calgary,Prince Edward Island,3663.7,4689.6,221138.7,61.427,61h 26m,46.1915229,-63.7772032
Calgary,Newfoundland and Labrador,3164.5,4650.3,234106.0,65.029,65h 02m,52.8193711,-67.1766909
Calgary,Quebec,3735.2,4981.3,247329.5,68.703,68h 42m,47.3812400,-61.8550470
Calgary,Newfoundland,3908.2,5241.7,262654.7,72.960,72h 58m,47.5796060,-59.1415050
Callander,Ontario,0.0,0.0,0.0,0.000,0h 00m,46.2168000,-79.3663200
Callander,Québec,51.6,66.3,3716.8,1.032,1h 02m,46.3645273,-78.7301929
